building_id,zip,energy_star_score,property_type,floor_area_building_SF,floor_area_parking_SF,year_built,total_ghg_emission_MTCO2e,site_eui_KBTUSF,weather_norm_site_eui_KBTUSF,source_eui_KBTUSF,weather_norm_source_eui_KBTUSF,water_use_KGAL,total_site_energy_KBTU,log_total_site_energy_KBTU,APN,ANUMBER,ST_NAME,ST_TYPE,ST_POST_DIR,PLAT,PROPERTY_TYPE,MULTIPLE_USES,TAX_EXEMPT,PARCEL_AREA_SQFT,NEIGHBORHOOD,COMMUNITY,WARD,ZONING,LANDUSE,LANDVALUE,BUILDINGVALUE,TOTALVALUE,EXEMPTSTATUS,HOMESTEAD,BUILDINGUSE,YEARBUILT,ABOVEGROUNDAREA,NUM_STORIES,GARAGE_PRESENT,PRIMARYHEATING,CONSTRUCTIONTYPE,EXTERIORTYPE,ROOF,FIREPLACES,BATHROOMS,BEDROOMS,ESRI_OID
68,55401,0,Other,812848,0,1920,19444,136,139,371,373,10763,110547328,18.52095429,2.30E+12,122,Lasalle,Ave,S,10264,Commercial,No,No,15000,DOWNTOWN WEST,CENTRAL,7,B4N,OFFICE STRUCTURE,7350800,6497200,11564200,NA,Not Homesteaded,Office,1915,421320,7,Yes,Steam,Reinforced Concrete,Other,Flat,NA,0,0,49996
69,55403,67,Hotel,275000,12000,1962,2888,86,89,172,174,9079,23650000,16.97887367,2.70E+12,1313,Nicollet Mall,,,10840,Commercial,No,No,58840,LORING PARK,CENTRAL,7,B4S-1,PUBLIC ACCOMMODATIONS,4413000,19587000,2.40E+07,Not Tax Exempt,Not Homesteaded,Hotel,1962,129912,14,Yes,Steam,Reinforced Concrete,N/A,Flat,0,0,0,4367
70,55411,0,Other - Public Services,285160,0,1984,1877,68,75,112,120,6955,19390880,16.78031341,2.20E+12,570,6TH,Ave,N,6960,Commercial,No,Yes,519218,NORTHLOOP,CENTRAL,5,I2,VEHICLE RELATED USE,28557000,2000,28559000,Tax Exempt,Not Homesteaded,Bus Terminal,1983,286276,1,Yes,Unit Heaters,Concrete,Brick,Flat,0,0,0,63673
71,55402,88,Office,324984,0,1921,2947,90,94,151,156,2,29248560,17.1913409,2.20E+12,45,5TH,St,S,10360,Commercial,No,No,25575,DOWNTOWN WEST,CENTRAL,3,B4-2,OFFICE STRUCTURE,6393800,14006200,20400000,Not Tax Exempt,Not Homesteaded,Office,1922,70827,13,Yes,Steam,Steel Frame,Other,Flat,0,0,0,164024
72,55402,93,Office,685144,66439,1991,7356,61,62,167,169,4328,41793784,17.54825818,2.70E+12,911,Marquette,Ave,,9310,Commercial,No,No,21792,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,3922600,74207400,78130000,Not Tax Exempt,Not Homesteaded,Office,1990,42130,35,Yes,District Heat,Reinforced Concrete,Other,Flat,0,0,0,4047
73,55454,0,Parking,45500,45500,1945,208,22,22,70,70,0,1001000,13.81651006,2.50E+12,507,23RD,Ave,S,11860,Commercial,Yes,No,189940,CEDAR RSIDE/WEST BANK,UNIVERSITY,2,OR3,"INSTITUTIONS:SCHL,COLLEGE",3418900,45091100,48510000,Not Tax Exempt,Not Homesteaded,Hospital,1963,66258,5,Yes,Steam,Reinforced Concrete,Brick,Flat,0,0,0,12421
74,55402,69,Medical Office,299253,0,1923,4227,136,141,223,229,5274,40698408,17.52169953,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
76,55401,0,Office,151817,0,1900,1625,65,68,168,171,3105,9868105,16.1048184,2.20E+12,416,1ST,Ave,N,9810,Commercial,No,No,25350,DOWNTOWN WEST,CENTRAL,3,B4S-1,OFFICE STRUCTURE,3042000,9978000,13020000,Not Tax Exempt,Not Homesteaded,Office,1896,45360,7,Yes,Steam,Brick & Mill,Brick,Flat,0,0,0,140354
77,55408,0,Transportation Terminal/Station,210000,0,1990,1396,68,75,113,121,7471,14280000,16.47437051,3.03E+11,3106,Nicollet,Ave,,16810,Commercial,No,Yes,223758,LYNDALE,POWDERHORN,8,C2,GARAGE OR MISC RESID STRUCTURES,4475200,8174800,12650000,Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1989,235247,2,Yes,Steam,Concrete,Concrete,Flat,0,0,0,55199
78,55402,54,Hotel,208442,0,2007,2761,112,115,218,219,7755,23345504,16.96591498,2.20E+12,88,6TH,St,S,10360,Commercial,No,No,25575,DOWNTOWN WEST,CENTRAL,3,B4-2,PUBLIC ACCOMMODATIONS,6393800,29021200,35415000,Not Tax Exempt,Not Homesteaded,Hotel,1941,71205,10,Yes,Steam,Reinforced Concrete,Stone,Flat,0,0,0,145520
79,55403,43,Worship Facility,120000,12000,1897,793,58,62,109,113,1189,6960000,15.75569003,2.70E+12,1200,Marquette,Ave,,10840,Commercial,No,Yes,58295,LORING PARK,CENTRAL,7,B4S-1,"INSTITUTIONS:SCHL,COLLEGE",5246600,4252900,9499500,Tax Exempt,Not Homesteaded,Church,1910,37684,2,Yes,Steam,Concrete,Stone,Gable,0,0,0,18116
80,55454,68,Hotel,195000,0,1984,2037,90,94,172,177,6678,17550000,16.68056451,2.60E+12,1500,Washington,Ave,S,11860,Commercial,Yes,No,59513,CEDAR RSIDE/WEST BANK,UNIVERSITY,6,C3A,PUBLIC ACCOMMODATIONS,1251200,20923800,22175000,Not Tax Exempt,Not Homesteaded,Hotel,1983,42740,14,Yes,Steam,Concrete,Brick,Flat,0,0,0,32860
81,55401,94,Office,212724,0,1964,1845,59,62,137,141,4073,12550716,16.34528827,2.30E+12,20,Washington,Ave,S,8690,Commercial,Yes,No,122629,DOWNTOWN WEST,CENTRAL,3,B4S-2,OFFICE STRUCTURE,13609200,3520800,17130000,Not Tax Exempt,Not Homesteaded,Office,1964,68556,6,Yes,Steam,Reinforced Concrete,Other,Flat,0,0,0,8086
82,55402,7,Hotel,200503,0,2001,3526,171,179,294,303,15820,34286013,17.35024804,2.70E+12,615,2ND,Ave,S,9010,Commercial,No,No,12570,DOWNTOWN WEST,CENTRAL,7,B4-2,PUBLIC ACCOMMODATIONS,2325500,18424500,20750000,Not Tax Exempt,Not Homesteaded,Hotel,1914,35838,14,Yes,Steam,Reinforced Concrete,Brick,Flat,0,0,0,125192
83,55413,97,Office,173180,150000,1988,1364,41,42,121,122,2249,7100380,15.77565886,1.80E+12,1300,Godward,St,,3614,Commercial,No,No,237630,MID CITY INDUSTRIAL AR,UNIVERSITY,1,I1,OFFICE STRUCTURE,1425800,7924200,9350000,Not Tax Exempt,Not Homesteaded,Office,1988,141657,6,Yes,Forced Air,Steel Frame,Metal/Vinyl,Flat,0,0,0,143128
84,55454,0,Parking,40000,40000,1945,201,25,25,77,77,0,1.00E+06,13.81551056,2.50E+12,717,25TH,Ave,S,11880,Commercial,Yes,No,68024,CEDAR RSIDE/WEST BANK,UNIVERSITY,2,OR3,GARAGE OR MISC RESID STRUCTURES,1224400,4913600,6138000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1984,64212,7,Yes,Unit Heaters,Reinforced Concrete,Stucco,Flat,0,0,0,45927
85,55413,0,Office,159980,0,1919,0,64,66,98,100,5003,10238720,16.14168717,1.30E+12,2101,Kennedy,St,NE,440,Commercial,No,No,88380,MID CITY INDUSTRIAL AR,UNIVERSITY,1,I2,OFFICE STRUCTURE,670200,11211500,11881700,Not Tax Exempt,Not Homesteaded,Office,1917,143391,3,Yes,Forced Air,Brick & Mill,Brick,Flat,0,0,0,874
86,55402,10,Office,199323,0,1989,4728,154,158,368,372,2662,30695742,17.23963451,2.20E+12,1540,Hennepin,Ave,S,20170,Commercial,No,No,54450,TANGLETOWN,CALHOUN-ISLE,9,I1,OFFICE STRUCTURE,5560700,22361500,26647000,NA,Not Homesteaded,Store & Office,1965,27833,5,Yes,Steam,Concrete,Stucco,Gable,NA,0,0,149082
87,55403,97,Hotel,200390,70000,1987,1363,59,62,112,115,6664,11823010,16.28555819,2.70E+12,1101,Lasalle,Ave,,8400,Commercial,No,No,28310,DOWNTOWN WEST,CENTRAL,7,B4S-2,PUBLIC ACCOMMODATIONS,4671200,19448800,24120000,Not Tax Exempt,Not Homesteaded,Hotel,1982,49870,12,Yes,Forced Air,Reinforced Concrete,Concrete,Flat,0,0,0,164011
88,55401,0,Parking,20500,183136,1966,223,53,56,167,176,17,1086500,13.89847208,2.20E+12,30,5TH,St,S,8740,Commercial,No,No,41919,DOWNTOWN WEST,CENTRAL,3,B4-2,GARAGE OR MISC RESID STRUCTURES,7755000,2575000,10330000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1966,200500,7,Yes,N/A,Reinforced Concrete,N/A,Gable,0,0,0,138940
89,55402,78,Retail Store,1235912,0,1902,9877,74,77,132,135,15205,91457488,18.33138481,2.70E+12,700,Nicollet Mall,,,8630,Commercial,No,No,32325,DOWNTOWN WEST,CENTRAL,7,B4-2,RETAIL,8242900,582100,8825000,Not Tax Exempt,Not Homesteaded,Department Store,1902,68053,8,Yes,Forced Air,Brick & Mill,Brick,Flat,0,0,0,110998
90,55408,89,Office,241753,0,1983,2569,68,70,168,170,4693,16439204,16.61517953,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
91,55402,92,Office,195308,0,1927,1556,77,80,132,135,2288,15038716,16.5261385,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
92,55402,34,Office,142136,0,1929,0,181,191,292,304,18,25726616,17.06303666,2.20E+12,527,Marquette,Ave,,10360,Commercial,No,No,10890,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,2395800,10564200,12960000,Not Tax Exempt,Not Homesteaded,Office,1929,27833,27,Yes,Steam,Reinforced Concrete,Stone,Flat,0,0,0,103670
93,55415,56,Hotel,183559,0,1983,0,111,113,195,198,5280,20375049,16.82982162,2.20E+12,277,Park,Ave,N,10360,Commercial,No,No,54544,NORTHLOOP,UNIVERSITY,3,I2,PUBLIC ACCOMMODATIONS,649400,12403100,18211500,NA,Not Homesteaded,Hotel,1982,49870,2,Yes,Forced Air,Concrete,N/A,Flat,NA,0,0,56372
94,55402,87,Office,260206,69334,1926,0,78,80,169,172,1609,20296068,16.82593773,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
95,55409,0,Social/Meeting Hall,216300,30000,1918,1295,59,63,101,105,1768,12761700,16.36195906,2.70E+12,405,Marquette,Ave,S,11130,Commercial,Yes,Yes,15000,DOWNTOWN WEST,CENTRAL,7,B4C-1,"INSTITUTIONS:SCHL,COLLEGE",15656600,3520800,13185000,NA,Not Homesteaded,Museum and Art Inst.,1917,326400,8,Yes,Steam,Reinforced Concrete,Stone,Flat,NA,0,0,65433
96,55403,94,Office,457678,0,1906,3746,51,53,129,130,4351,23341578,16.96574679,2.50E+12,507,2ND,Ave,S,8400,Apartment,No,No,80814,REGINA,CENTRAL,7,C3A,OFFICE STRUCTURE,5278900,3876000,5168100,NA,Not Homesteaded,Medical Office Bldg,1916,67681,2,Yes,Steam,Concrete,Brick,Flat,NA,0,0,104525
97,55408,88,Office,228894,0,2004,2564,67,68,175,175,5973,15335898,16.54570691,3.40E+12,2701,Wells Fargo,Way,,6318,Commercial,No,No,706539,PHILLIPS WEST,PHILLIPS,6,I1,OFFICE STRUCTURE,7065400,35644600,42710000,Not Tax Exempt,Not Homesteaded,Office,1912,330269,9,Yes,Forced Air,Concrete,Brick,Flat,0,0,0,20382
98,55401,66,Office,205435,0,1916,2978,109,110,233,233,3732,22392415,16.92423284,2.20E+12,110,5TH,St,N,7420,Commercial,No,No,23739,DOWNTOWN WEST,CENTRAL,3,B4S-1,OFFICE STRUCTURE,2848700,16141300,18990000,Not Tax Exempt,Not Homesteaded,Store & Office,1916,62689,12,Yes,Steam,Reinforced Concrete,Brick,Flat,0,0,0,133505
99,55413,84,Office,192600,346481,2000,2585,71,72,207,208,4325,13674600,16.43105066,1.80E+12,3001,Broadway,St,NE,3614,Commercial,No,No,366148,MID CITY INDUSTRIAL AR,UNIVERSITY,1,I1,OFFICE STRUCTURE,2196900,15403100,17600000,Not Tax Exempt,Not Homesteaded,Office,2000,62634,6,Yes,Hot Water,Steel Frame,Other,Flat,0,0,0,103599
100,55454,0,Outpatient Rehabilitation/Physical Therapy,173722,0,1945,3637,190,193,344,347,6923,33007180,17.31223567,2.20E+12,3900,Riverside,Ave,S,23958,Commercial,Yes,Yes,245571,CEDAR RSIDE/WEST BANK,CALHOUN-ISLE,13,R1A,GROUP RESIDENCE,8613400,8174800,18208500,NA,Not Homesteaded,Museum and Art Inst.,1975,91260,4,Yes,Forced Air,Concrete,N/A,Flat,NA,0,0,160055
101,55403,67,Retail Store,158193,1000,2001,2776,89,89,269,269,0,14079177,16.46020746,3.30E+12,2536,Dupont,Ave,S,748,Condominium,No,No,13524,LOWRY HILL EAST,CALHOUN-ISLE,10,R6,SINGLE-FAMILY ATTACHED DWELLING,15600,84900,100500,Not Tax Exempt,Homesteaded,Condominium Unit,1968,639,1,Yes,Steam,Concrete,Stucco,Flat,0,1,1,3005
102,55404,0,Parking,24731,328349,1981,344,74,75,215,219,115,1830094,14.41987789,2.60E+12,814,9TH,St,S,5733,Commercial,No,No,74655,ELLIOT PARK,CENTRAL,6,OR3,GARAGE OR MISC RESID STRUCTURES,2538300,7151700,9690000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1969,347476,6,Yes,N/A,Other,Other,Flat,0,0,0,18666
103,55401,16,Hotel,173857,0,2008,3381,143,149,311,317,5626,24861551,17.02883303,2.30E+12,401,2ND,Ave,S,8760,Commercial,Yes,No,31086,DOWNTOWN WEST,CENTRAL,7,B4-2,PUBLIC ACCOMMODATIONS,6000900,26604100,32605000,Not Tax Exempt,Not Homesteaded,Hotel,1906,58231,10,Yes,Steam,Reinforced Concrete,Brick,Flat,0,0,0,159678
104,55402,0,Mixed Use Property,2266906,196500,1973,26558,103,105,192,195,63065,233491318,19.26865545,2.70E+12,80,8TH,St,S,2977,Commercial,Yes,No,91759,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,24894900,270745100,295640000,Not Tax Exempt,Not Homesteaded,Office,1972,1645215,57,Yes,District Heat,Steel Frame,Other,Flat,0,0,0,61351
105,55402,85,Office,811250,274098,2001,9854,61,62,186,190,10572,49486250,17.71720541,2.20E+12,50,6TH,St,S,8560,Commercial,No,No,47099,DOWNTOWN WEST,CENTRAL,3,B4-2,OFFICE STRUCTURE,11539300,150990700,162530000,Not Tax Exempt,Not Homesteaded,Office,2000,100416,29,Yes,District Heat,Steel Frame,Other,Flat,0,0,0,65420
106,55402,92,Office,671610,246077,1987,1801,82,85,166,170,4655,55072020,17.82415234,2.70E+12,704,4TH,Ave,S,9010,Commercial,Yes,No,108900,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,12099000,78401000,90500000,Not Tax Exempt,Not Homesteaded,Office,1986,98596,32,Yes,District Heat,Steel Frame,Stone,Flat,0,0,0,69869
107,55403,0,Indoor Arena,678396,0,1990,10219,118,119,233,235,195,80050728,18.19817109,2.20E+12,600,1ST,Ave,N,5499,Commercial,No,No,127999,DOWNTOWN WEST,CENTRAL,3,B4C-2,SPORT OR RECREATION FACILITY,15529900,102270100,117800000,Not Tax Exempt,Not Homesteaded,Basketball Arena,1990,504738,8,Yes,Steam,Concrete,Metal/Vinyl,Flat,0,0,0,135578
108,55402,86,Office,1047458,136013,2000,12019,71,73,180,182,15903,74369518,18.12455671,2.70E+12,800,Nicollet Mall,,,4081,Commercial,No,No,52295,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,13073800,189726200,202800000,Not Tax Exempt,Not Homesteaded,Office,1999,117984,31,Yes,District Heat,Steel Frame,Concrete,Flat,0,0,0,56896
109,55402,87,Office,683103,0,1991,6892,85,87,164,166,3635,58063755,17.87705219,3.30E+12,2536,Dupont,Ave,S,748,Condominium,No,No,13524,LOWRY HILL EAST,CALHOUN-ISLE,10,R6,SINGLE-FAMILY ATTACHED DWELLING,15600,84900,100500,Not Tax Exempt,Homesteaded,Condominium Unit,1968,639,1,Yes,Steam,Concrete,Stucco,Flat,0,1,1,3005
110,55402,90,Office,907692,128000,1985,8336,79,81,150,153,3248,71707668,18.08810825,2.70E+12,222,9TH,St,S,9010,Commercial,Yes,No,32670,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,4917200,71922800,76840000,Not Tax Exempt,Not Homesteaded,Office,1983,121225,41,Yes,District Heat,Steel Frame,Other,Flat,0,0,0,111147
111,55403,0,Other - Entertainment/Public Assembly,1127632,184160,2010,12870,70,71,179,180,13233,78934240,18.18412566,2.20E+12,353,5TH,St,N,9655,Commercial,No,No,646716,NORTHLOOP,CENTRAL,3,B4C-2,SPORT OR RECREATION FACILITY,32695800,454329184,487024992,Not Tax Exempt,Not Homesteaded,Stadium,2008,100,1,Yes,N/A,Concrete,N/A,Flat,0,0,0,63610
112,55403,91,Financial Office,972407,184590,1999,10649,77,81,175,179,13156,74875339,18.13133514,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
113,55402,94,Financial Office,979787,286221,2002,10223,62,63,163,163,11437,60746794,17.92222487,2.70E+12,901,3RD,Ave,S,10840,Commercial,No,No,108900,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,10345500,113554500,123900000,Not Tax Exempt,Not Homesteaded,Office,2001,170244,17,Yes,District Heat,Steel Frame,Metal/Vinyl,Flat,0,0,0,129780
114,55402,96,Office,1467832,316454,1981,12006,42,43,126,126,13097,61648944,17.93696666,2.70E+12,200,6TH,St,S,10360,Commercial,Yes,No,108900,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,20267100,187292900,207560000,Not Tax Exempt,Not Homesteaded,Office,1981,164441,40,Yes,District Heat,Reinforced Concrete,Stone,Flat,0,0,0,46485
115,55401,91,Office,304150,35145,1913,3102,70,73,162,164,1285,21290500,16.87377152,2.20E+12,420,5TH,St,N,7420,Commercial,Yes,No,33660,NORTHLOOP,CENTRAL,5,B4N,OFFICE STRUCTURE,2981100,52378900,55360000,Not Tax Exempt,Not Homesteaded,Office,1913,57753,10,Yes,Hot Water,Concrete,Brick,Flat,0,0,0,45891
116,55402,94,Office,1636050,235981,1992,17054,62,63,162,165,14755,101435100,18.43492974,2.70E+12,225,6TH,St,S,9010,Commercial,Yes,No,70785,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,13275200,248894800,262170000,Not Tax Exempt,Not Homesteaded,Office,1990,1606303,55,Yes,District Heat,Steel Frame,Stone,Flat,0,0,0,65433
117,55401,95,Office,549348,116922,1972,9817,130,133,285,288,5722,71415240,18.08402185,2.20E+12,250,Marquette,Ave,,8690,Commercial,No,No,107794,DOWNTOWN WEST,CENTRAL,3,B4-1,OFFICE STRUCTURE,13474900,36335100,49810000,Not Tax Exempt,Not Homesteaded,Office,1970,98204,11,Yes,Steam,Steel Frame,Other,Flat,0,0,0,9851
118,55402,99,Office,1375717,0,1982,13288,67,69,153,155,8519,92173039,18.33917823,2.20E+12,33,6TH,St,S,2257,Commercial,Yes,No,141852,DOWNTOWN WEST,CENTRAL,3,B4-2,OFFICE STRUCTURE,28490400,210099600,238590000,Not Tax Exempt,Not Homesteaded,Office,1981,2122892,50,Yes,District Heat,Steel Frame,Other,Flat,0,0,0,143405
119,55415,86,Hotel,91600,0,2001,768,64,66,136,140,2677,5862400,15.58406963,2.30E+12,425,2ND,St,S,10360,Commercial,No,No,242542,DOWNTOWN WEST,CENTRAL,3,C3A,PUBLIC ACCOMMODATIONS,22556400,34153600,56710000,Not Tax Exempt,Not Homesteaded,Hotel,2002,335364,4,Yes,Forced Air,Brick & Mill,Brick,Flat,0,0,0,81052
120,55403,0,Mixed Use Property,306273,206365,2002,0,106,0,261,0,3149,32464938,17.29567123,2.30E+12,600,Hennepin,Ave,E,6310,Commercial,No,No,6480,MARCY-HOLMES,UNIVERSITY,3,C2,"BAR,RESTAURANT,CLUB,ENTERTAINMENT, ETC",129600,248400,378000,Not Tax Exempt,Not Homesteaded,Rest./Cafeteria,1947,1600,1,Yes,Forced Air,Concrete,Metal/Vinyl,Flat,0,0,0,65908
121,55454,82,Residence Hall/Dormitory,100764,0,1973,764,77,80,127,130,2778,7758828,15.86434185,2.50E+12,801,21ST,Ave,S,11880,Apartment,No,Yes,245571,CEDAR RSIDE/WEST BANK,UNIVERSITY,2,OR3,GROUP RESIDENCE,4174700,49311300,53486000,Tax Exempt,Not Homesteaded,Dormitory,1948,45240,4,Yes,Steam,Concrete,Brick,Flat,0,0,0,105118
122,55454,82,Residence Hall/Dormitory,89720,0,1993,670,78,81,126,131,2372,6998160,15.76115782,3.03E+11,121,3RD,St,W,10360,Commercial,No,No,48354,DOWNTOWN WEST,CENTRAL,3,B4N,OFFICE STRUCTURE,10345500,24045600,27435500,NA,Not Homesteaded,Office,1971,73303,5,Yes,Steam,Steel Frame,Other,Flat,NA,0,0,68763
123,"Minneapolis, MN",0,Social/Meeting Hall,62500,0,1966,974,122,125,251,253,3274,7625000,15.84694288,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
124,55454,0,Mixed Use Property,65000,0,1988,644,94,98,164,169,966,6110000,15.62543733,1.70E+12,1500,River,St,N,9690,Commercial,No,Yes,74655,CEDAR RSIDE/WEST BANK,CENTRAL,3,R6,RETAIL,5227200,47129500,57620000,NA,Not Homesteaded,School,1986,83906,14,Yes,Forced Air,Reinforced Concrete,Brick,Flat,NA,0,0,108632
125,55454,90,Residence Hall/Dormitory,66000,21780,1999,399,52,55,100,103,3010,3432000,15.04865374,2.50E+12,715,20TH,Ave,S,11990,Apartment,No,Yes,116180,CEDAR RSIDE/WEST BANK,UNIVERSITY,2,OR3,GROUP RESIDENCE,2091200,8997800,11089000,Tax Exempt,Not Homesteaded,Dormitory,1999,68908,3,Yes,Forced Air,Reinforced Concrete,Brick,Gable,0,0,0,4716
126,55454,0,Fitness Center/Health Club/Gym,61800,0,1960,1202,150,155,313,319,2181,9270000,16.04229394,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
127,55454,0,Residence Hall/Dormitory,78800,0,1966,596,77,80,127,130,1965,6067600,15.6184737,2.50E+12,801,21ST,Ave,S,11880,Apartment,No,Yes,245571,CEDAR RSIDE/WEST BANK,UNIVERSITY,2,OR3,GROUP RESIDENCE,4174700,49311300,53486000,Tax Exempt,Not Homesteaded,Dormitory,1948,45240,4,Yes,Steam,Concrete,Brick,Flat,0,0,0,105118
128,55402,92,Office,1340572,157358,1987,12544,52,53,145,145,11375,69709744,18.05985067,1.70E+12,3027,4TH,Ave,N,8400,Commercial,No,No,752237,VICTORY,CENTRAL,3,B4N,OFFICE STRUCTURE,28557000,4013400,28559000,NA,Not Homesteaded,Office,1965,511896,4,Yes,Steam,Steel Frame,Brick,Flat,NA,0,0,7947
129,55407,0,Parking,1630889,1630889,1980,1625,5,5,15,15,4141,8154445,15.91407374,3.50E+12,2701,Elliot,Ave,,15760,Commercial,Yes,No,107407,MIDTOWN PHILLIPS,PHILLIPS,9,OR3,GARAGE OR MISC RESID STRUCTURES,1074100,6779900,7854000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1977,290016,4,Yes,Unit Heaters,Concrete,N/A,Flat,0,0,0,89026
130,55402,84,Office,293978,63906,1986,3481,67,69,184,186,4544,19696526,16.79595283,2.70E+12,920,2ND,Ave,S,10840,Commercial,No,No,21083,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,3794900,25155100,28950000,Not Tax Exempt,Not Homesteaded,Office,1985,156132,17,Yes,District Heat,Steel Frame,Other,Flat,0,0,0,70196
131,55414,0,Mixed Use Property,366600,44064,1968,5855,131,133,261,262,4820,48024600,17.68722394,2.70E+12,401,Hennepin,Ave,,11860,Commercial,No,No,21792,ELLIOT PARK,CALHOUN-ISLE,7,R2,"INSTITUTIONS:SCHL,COLLEGE",8242900,15752300,32123500,NA,Not Homesteaded,Museum and Art Inst.,1960,222279,2,Yes,Steam,Concrete,Brick,Flat,NA,0,0,105579
132,55402,96,Office,424583,0,1926,3356,72,74,130,133,4888,30569976,17.23552891,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
133,55415,0,Parking,87120,304920,1974,399,23,23,70,71,167,2003760,14.51053597,2.60E+12,501,4TH,Ave,S,10360,Commercial,Yes,No,43560,DOWNTOWN WEST,CENTRAL,7,B4-1,GARAGE OR MISC RESID STRUCTURES,4258200,14971800,19230000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1992,43560,9,Yes,N/A,Reinforced Concrete,Concrete,Flat,0,0,0,50066
134,55416,85,Office,425036,388460,1953,6187,96,99,231,233,7234,40803456,17.52427734,2.90E+12,3701,Wayzata,Blvd,,9210,Commercial,No,No,1044840,BRYN MAWR,CALHOUN-ISLE,7,OR2,OFFICE STRUCTURE,16717400,1432600,18150000,Not Tax Exempt,Not Homesteaded,Office,1953,396504,8,Yes,Steam,Reinforced Concrete,Stone,Flat,0,0,0,97324
135,55403,61,Hotel,208721,0,2003,2788,103,105,216,219,6907,21498263,16.8834827,2.20E+12,601,1ST,Ave,N,7792,Commercial,No,No,92984,DOWNTOWN WEST,CENTRAL,3,B4S-2,PUBLIC ACCOMMODATIONS,13017800,25982200,3.90E+07,Not Tax Exempt,Not Homesteaded,Hotel,2001,67528,20,Yes,District Heat,Reinforced Concrete,Other,Flat,0,0,0,7947
137,55402,94,Office,329505,80000,1968,2489,82,84,128,130,3897,27019410,17.11206605,2.70E+12,730,2ND,Ave,S,8780,Commercial,No,No,33563,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,7719500,5350000,13069500,Not Tax Exempt,Not Homesteaded,Office,1926,421320,14,Yes,District Heat,Reinforced Concrete,Brick,Flat,0,0,0,125242
