Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2016,251330,McGowan North,2325 N. Clifton,60614,LINCOLN PARK,College/University,56025,1998,1,,10071439.2,21696216.1,,,,567,971.1,592.6,984.4,3008.8,53.7,41.92422089,-87.65659192,"(41.92422089, -87.65659192)"
2016,251329,McCabe Hall,900 W. Belden,60614,LINCOLN PARK,College/University,58406,1977,1,,1829415.5,8159732.3,,,,171,245,189.7,264.7,770.6,13.2,41.9239719,-87.65154782,"(41.9239719, -87.65154782)"
2016,251328,John T. Richardson Library,2350 N. Kenmore,60614,LINCOLN PARK,College/University,187000,1990,1,,7523135.9,5731874.1,,,,70.9,158.5,74.6,161.2,1691.1,9,41.92500528,-87.65543416,"(41.92500528, -87.65543416)"
2016,251327,Clifton-Fullerton Hall,2350 N. Clifton Ave.,60614,LINCOLN PARK,College/University,92627,2000,1,,1234802.8,4615895.6,,,,63.2,94.2,68.2,99.5,472.8,5.1,41.92507229,-87.65785615,"(41.92507229, -87.65785615)"
2016,251326,Centennial Hall,2345 N. Sheffield,60614,LINCOLN PARK,College/University,88635,1998,1,,4719584.2,3979332.7,,,,98.1,214.3,100.6,213.1,1081.3,12.2,41.92481459,-87.6532449,"(41.92481459, -87.6532449)"
2016,251325,Belden-Racine Hall,2311 N. Racine,60614,LINCOLN PARK,College/University,68245,2000,1,,1503774.2,4132002.1,,,,82.6,132.8,90.5,141.1,496.6,7.3,41.92390285,-87.65817716,"(41.92390285, -87.65817716)"
2016,251324,Arts & Letters Hall,2315 N. Kenmore,60614,LINCOLN PARK,College/University,111269,2011,1,,5841364.5,4580133.1,,,,93.7,208.1,95.1,207.3,1320,11.9,41.92404094,-87.6545194,"(41.92404094, -87.6545194)"
2016,251322,990 West Fullerton Building,990 West Fullerton Ave,60614,LINCOLN PARK,College/University,91963,1980,1,,3788101.3,2580744.1,,,,69.3,158.8,73.8,163.6,835.3,9.1,41.925418,-87.653232,"(41.925418, -87.653232)"
2016,251321,1150 West Fullerton Building,1150 W. Fullerton,60614,LINCOLN PARK,College/University,52043,1994,1,,1830128.6,1820296.8,,,,70.1,147.1,74.9,152.6,434,8.3,41.92559618,-87.65814781,"(41.92559618, -87.65814781)"
2016,251320,03376-Kinzie & Des Plaines,370 N. Des Plaines,60661,WEST TOWN,Supermarket/Grocery Store,65000,2008,1,64,9911133.2,6576299.9,,,,253.7,585,262.9,589.6,2176.1,33.5,41.88836058,-87.6443069,"(41.88836058, -87.6443069)"
2016,251319,03262-Irving Park & Cicero,4660 W. Irving Park Rd,60641,PORTAGE PARK,Supermarket/Grocery Store,70790,1997,1,68,11576987.7,4068599.9,,,,221,573.9,224,573,2350,33.2,41.95550602,-87.74485142,"(41.95550602, -87.74485142)"
2016,251318,03181-87th & State St,87 W 87th Street,60620,CHATHAM,Supermarket/Grocery Store,70022,1974,1,48,12701535.1,5392800.2,,,,258.4,650.4,266.5,654.9,2627.6,37.5,41.73449408,-87.62742921,"(41.73449408, -87.62742921)"
2016,251317,Hotel Monaco Chicago,225 N. Wabash Avenue,60601-2404,LOOP,Hotel,122666,1998,1,15,6108831.2,16827524.5,,4497025.7,,223.6,337.1,232,346,,,41.88651841,-87.62599173,"(41.88651841, -87.62599173)"
2016,251316,02508-Howard & Clark,1763 W Howard St,60626,ROGERS PARK,Supermarket/Grocery Store,70262,2013,1,24,12507327.5,5432299.8,,,,255.3,640.1,259.5,640.3,2593.9,36.9,42.01936658,-87.67528214,"(42.01936658, -87.67528214)"
2016,251315,02502-Clybourn & Wrightwood,2550 N Clybourn Ave,60614,LINCOLN PARK,Supermarket/Grocery Store,85209,2013,1,71,13159725.7,6019200.1,,,,225.1,559.1,232.6,563.2,2745.3,32.2,41.92777731,-87.67299035,"(41.92777731, -87.67299035)"
2016,251314,Clock Tower Lofts,2300 W Wabasnia,60647,WEST TOWN,Multifamily Housing,143972,1906,1,95,2675788,3982624.3,,,,46.2,87.4,49.5,90.8,704.7,4.9,41.91287091,-87.68444068,"(41.91287091, -87.68444068)"
2016,251313,4141 W George,4141 W George St.,60641,AVONDALE,Mixed Use Property,64860,1942,1,,532265.2,5399144.1,,,,91.4,113.2,98.4,120.5,384.9,5.9,41.933563,-87.730801,"(41.933563, -87.730801)"
2016,251312,#1961 Elston/Leavitt,2542 Elston Ave,60622,LOGAN SQUARE,Retail Store,119178,2002,1,62,6539947.6,3000372.5,,,,80.1,198.7,82.2,199,1364.8,11.5,41.927702,-87.681329,"(41.927702, -87.681329)"
2016,251310,03501-Western & Roscoe,3400 N. Western Avenue,60618,NORTH CENTER,Supermarket/Grocery Store,55600,2002,1,64,9200536.5,3584500.3,,,,229.9,587.3,233,586,1886.2,33.9,41.943184,-87.6882055,"(41.943184, -87.6882055)"
2016,251309,Aperion Care International,4815 S. Western Ave.,60609,NEW CITY,Senior Care Community,91280,1997,1,15,6029297.4,9194083.9,,,,166.8,313.2,174.3,318.5,1599.7,17.5,41.80625486,-87.68314932,"(41.80625486, -87.68314932)"
2016,251301,Lincoln Park Tower Condominium Association,1960 N Lincoln Park West,60614,LINCOLN PARK,Multifamily Housing,333031,1967,1,17,8600625,32636128.1,,,,123.8,184,135.6,194.1,3318.7,10,41.91805785,-87.63701176,"(41.91805785, -87.63701176)"
2016,251300,2020 Lincoln Park West Condominium Association,2020 N. Lincoln Park West,60614,LINCOLN PARK,Multifamily Housing,434293,1972,1,41,9617383.9,33028919.2,,,,98.2,149.4,104.4,153.8,3527,8.1,41.91872919,-87.63690141,"(41.91872919, -87.63690141)"
2016,251299,Raffaello Condominium Association,201 E. Delaware Pl.,60611,NEAR NORTH SIDE,Multifamily Housing,142451,1920,1,23,5116021,8210484.1,,,,93.6,173.3,97.5,175.3,1379.1,9.7,41.89905968,-87.6215801,"(41.89905968, -87.6215801)"
2016,251298,Galter Life Center,5157 N Francisco Ave,60625,LINCOLN SQUARE,Outpatient Rehabilitation/Physical Therapy,71918,1991,1,,8249707.6,7059091.3,,,,212.9,463.3,219.7,470.5,1895.5,26.4,41.97548201,-87.70063068,"(41.97548201, -87.70063068)"
2016,251297,Presence St Elizabeth Professional Office Building,1431 N Western Avenue,60622,WEST TOWN,Medical Office,71110,1991,1,16,4280275.5,5855602.6,,,,142.5,275.5,152,283.1,1100,15.5,41.907693,-87.687079,"(41.907693, -87.687079)"
2016,251295,Presence Resurrection Life Center,7370 West Talcott Avenue,60631,NORWOOD PARK,Senior Care Community,89268,1998,1,22,5277111.8,5460400.1,,,,120.3,249.8,125.2,252.8,1262.7,14.1,41.98896409,-87.81119146,"(41.98896409, -87.81119146)"
2016,251294,954 W Washington Blvd,954 W Washington Blvd,60607,NEAR WEST SIDE,Office,140000,1889,1,100,2364718.7,1948700.2,,,,30.8,67.7,32.2,67.8,539.4,3.9,41.88352088,-87.65172304,"(41.88352088, -87.65172304)"
2016,251289,1164 West Madison,1164 W. Madison St.,60607,NEAR WEST SIDE,Multifamily Housing,253422,2014,1,72,7226172.4,7075788.6,,,,56.4,118.9,57.3,118,1707.8,6.7,41.88194574,-87.65691125,"(41.88194574, -87.65691125)"
2016,251287,SpringHill Suites O'Hare,8101 W. Higgins,60631,NORWOOD PARK,Hotel,160000,2000,1,8,14098472.7,10182938,,,,151.8,343.5,156.1,348.8,3139.5,19.6,41.98515127,-87.83015397,"(41.98515127, -87.83015397)"
2016,251286,101 Grand,101 W. Grand Ave.,60654,NEAR NORTH SIDE,Office,61971,1872,1,41,3025372.6,5316200,,,,134.6,243.4,136.7,245.7,840,13.6,41.891595,-87.631231,"(41.891595, -87.631231)"
2016,251285,Misericordia Home,6300 N. Ridge Ave.,60660,WEST RIDGE,Multifamily Housing,701433,1950,31,22,30189819.6,49030828,,,,112.9,208.5,119.3,215.3,8168.9,11.6,41.995638,-87.675792,"(41.995638, -87.675792)"
2016,251282,1100 N. Dearborn,1100 N. Dearborn St.,60610,NEAR NORTH SIDE,Multifamily Housing,108012,1930,1,9,3391083.8,17791397.9,,,,196.1,271.5,212.5,287,1570,14.5,41.90201818,-87.63035975,"(41.90201818, -87.63035975)"
2016,251281,40 E. Oak,40 E Oak Street,60611,NEAR NORTH SIDE,Multifamily Housing,154113,1928,1,34,3180349.4,14702192.9,,,,116,165,124.7,173.1,1367.1,8.9,41.90102328,-87.62678724,"(41.90102328, -87.62678724)"
2016,251280,Scientific Games-3401 California,3401 California,60618,AVONDALE,Office,120687,1945,1,,13560755.2,2248654.2,,,,131,372.4,132,370.9,2619,21.7,41.94324144,-87.69789403,"(41.94324144, -87.69789403)"
2016,251279,Scientific Games-2727 Roscoe,2727 Roscoe St,60618,AVONDALE,Office,63752,1945,1,69,2763012.7,1443982.3,,,,66,159.9,68.7,162.7,586,9.2,41.94235025,-87.69688548,"(41.94235025, -87.69688548)"
2016,251278,Paramount Lofts Condominium Association,1645 W Ogden,60612,NEAR WEST SIDE,Multifamily Housing,270582,,1,42,9139461.7,12354364,,,,79.4,154,83.1,156,2340.8,8.7,41.87961815,-87.66728022,"(41.87961815, -87.66728022)"
2016,251277,Scientific Games-2718 Roscoe,2718 Roscoe St,60618,AVONDALE,Office,121666,2012,1,47,9637995.8,1083308.6,,,,88.1,258.1,88.9,258.9,1834,15.1,41.942829,-87.696215,"(41.942829, -87.696215)"
2016,251276,MWRDGC Main Office Building,100 E Erie St,60611,NEAR NORTH SIDE,Office,95622,1955,1,76,6503057,3260992.2,,,,102.1,249.4,104.3,247.7,1371.9,14.3,41.89416931,-87.62526672,"(41.89416931, -87.62526672)"
2016,251274,(IL692) - 320 Oakdale Condo,320 W. Oakdale Ave. ,60657,LAKE VIEW,Multifamily Housing,131782,1953,1,78,1872471.5,8284435.7,,,,77.1,110.6,85.3,119.3,785.2,6,41.93584516,-87.63801849,"(41.93584516, -87.63801849)"
2016,251272,Walmart Supercenter #01-5781,8331 S Stewart Ave,60620,CHATHAM,Wholesale Club/Supercenter,148364,2012,1,51,14283706.8,6932501.3,,,,143,351.4,147.2,352.9,3001,20.2,41.742502,-87.634048,"(41.742502, -87.634048)"
2016,251270,(IL096) - 15th Place Condo,811 and 833 W 15th Place,60608,NEAR WEST SIDE,Multifamily Housing,239467,2003,2,92,5557486.1,8807436.4,,,,60,111.5,63.3,114.9,1492.2,6.2,41.86079524,-87.64835981,"(41.86079524, -87.64835981)"
2016,251269,(IL342) - Century Tower,182 W. Lake Street ,60601,LOOP,Multifamily Housing,258857,1930,1,35,7209904,17416605,,,,95.1,158.1,95.1,158.1,2254,8.7,41.885758,-87.633762,"(41.885758, -87.633762)"
2016,251268,(IL644) - 860 Lake Shore Drive Trust,860-880 Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,341022,1949,2,10,8322205.8,34528079.9,,,,125.7,182.9,125.7,182.9,3367.9,9.9,41.89867711,-87.61881403,"(41.89867711, -87.61881403)"
2016,251267,Erie on the Park Condominium Association,510 W Erie St,60654,NEAR NORTH SIDE,Multifamily Housing,243690,2002,1,25,3800408.4,14470918.2,,7586686.1,,106.1,142.5,112.1,148.9,1868.9,7.7,41.893928,-87.641583,"(41.893928, -87.641583)"
2016,251266,363 West Erie,363 West Erie,60654,NEAR NORTH SIDE,Office,121600,1914,1,100,1717638.3,3360299.6,,,,41.8,73.4,46.1,77.9,496.1,4.1,41.89371606,-87.63816196,"(41.89371606, -87.63816196)"
2016,251265,3150 N. Sheridan,3150 North Sheridan Road,60657,LAKE VIEW,Multifamily Housing,227900,1974,1,68,7971861.6,,,,,35,109.8,35,109.8,1469.4,6.4,41.93922563,-87.63986123,"(41.93922563, -87.63986123)"
2016,251263,Gold Coast Galleria,111 West Maple Street,60610,NEAR NORTH SIDE,Mixed Use Property,462140,1991,1,,30906076.8,18337902.1,,,,106.6,251.7,108.4,251.5,6670.7,14.4,41.901803,-87.632451,"(41.901803, -87.632451)"
2016,251260,The Belmont by Reside,3170 N Sheridan Road,60657,LAKE VIEW,Multifamily Housing,475020,1924,1,68,9313634,20129500.2,,,,62,106.1,64.7,108.9,2785.9,5.9,41.93973305,-87.64000019,"(41.93973305, -87.64000019)"
2016,251259,Park Lincoln by Reside,2470 N Clark Street,60614,LINCOLN PARK,Multifamily Housing,149351,1970,1,75,5085104.9,,,,,34,106.9,34,106.9,937.3,6.3,41.92731759,-87.64211119,"(41.92731759, -87.64211119)"
2016,251258,Reside 707,707 West Sheridan Road,60613,LAKE VIEW,Multifamily Housing,101428,1974,1,65,2316594.5,6725099.9,,,,89.1,141.3,95.6,148.1,784.2,7.7,41.95246586,-87.64839822,"(41.95246586, -87.64839822)"
2016,251257,Reside on Surf,425 West Surf Street,60657,LAKE VIEW,Multifamily Housing,119250,1924,1,80,1974329.9,7130799.5,,,,76.4,114.8,82.2,120.9,742.7,6.2,41.93389289,-87.64036209,"(41.93389289, -87.64036209)"
2016,251256,State and Chestnut,845 North State Street,60610,NEAR NORTH SIDE,Multifamily Housing,449500,2015,1,98,5140863.8,15216500.1,,,,45.3,71.5,48.5,74.8,1755.8,3.9,41.89813758,-87.62821205,"(41.89813758, -87.62821205)"
2016,251255,Tower Residences: 1235 South Prairie Avenue,1235 South Prairie Avenue,60605,NEAR SOUTH SIDE,Multifamily Housing,605856,2006,1,86,8314109.1,26487901,,,,57.4,89,61.9,91.9,2939.4,4.9,41.86619413,-87.62121604,"(41.86619413, -87.62121604)"
2016,251254,720 W. Gordon Terrace CA,720 W. Gordon Terrace,60613,UPTOWN,Multifamily Housing,288000,1966,1,59,6586405.4,15448687.2,,,,76.5,128.1,82,131.7,2034.6,7.1,41.95817169,-87.64856912,"(41.95817169, -87.64856912)"
2016,251253,(IL611) - 700 W. Van Buren Condo,700 W. Van Buren,60607,NEAR WEST SIDE,Multifamily Housing,125620,2001,1,78,3519362,3961152.8,,,,59.5,121.1,62.3,122.7,859.1,6.8,41.87695713,-87.64429056,"(41.87695713, -87.64429056)"
2016,251252,1445 North State Parkway,1445 N. State Parkway,60610,NEAR NORTH SIDE,Multifamily Housing,252076,1959,1,89,4070239.6,13735899.6,,,,70.6,107.9,76.4,113.3,1482.1,5.9,41.9091984,-87.62842589,"(41.9091984, -87.62842589)"
2016,251251,Union Square Condominium Assoc.,333 West Hubbard Street,60654,NEAR NORTH SIDE,Multifamily Housing,305264,1918,2,56,7172559.7,17341658,,,,80.3,133.4,86.8,140.2,2243.2,7.3,41.8897341,-87.63612368,"(41.8897341, -87.63612368)"
2016,251250,Lincoln Park Villas CA,1920 N. Clark Street,60614,LINCOLN PARK,Multifamily Housing,71733,1974,1,33,3395929.8,954077.4,,,,60.6,162.6,65,175.3,676.6,9.4,41.91720134,-87.63571887,"(41.91720134, -87.63571887)"
2016,251249,Jackson Shore Coop Apartments Corp,5490 S. Shore Drive,60615,HYDE PARK,Multifamily Housing,99693,1918,1,98,1402775.6,7401461.5,,,,88.3,122.1,97.8,131.5,651.7,6.5,41.79550968,-87.58121636,"(41.79550968, -87.58121636)"
2016,252027,CICS Wrightwood,8130 S. California Ave,60652,ASHBURN,K-12 School,54101,1957,1,54,1924560.4,2774699.8,,,,86.9,165.6,92.6,169.9,502.1,9.3,41.74503507,-87.69334699,"(41.74503507, -87.69334699)"
2016,252025,CICS Ralph Ellison,1817 W. 80th St.,60620,AUBURN GRESHAM,K-12 School,75834,1920,2,2,4787053.1,6681858.3,,,,151.2,290.7,151.7,287.2,1237.3,16.3,41.74798696,-87.66912817,"(41.74798696, -87.66912817)"
2016,252024,CICS Loomis,9535 S. Loomis St.,60643,WASHINGTON HEIGHTS,K-12 School,52000,1961,1,34,1354576.3,3199673.9,,,,87.6,146.4,95.6,154.3,419.6,8.1,41.72018758,-87.65671845,"(41.72018758, -87.65671845)"
2016,252023,CICS Longwood,1309 W. 95th St.,60643,WASHINGTON HEIGHTS,K-12 School,165520,1952,5,80,2055653.2,12396947.9,,,,87.3,117.6,98.1,129,1037.4,6.3,41.721234,-87.655052,"(41.721234, -87.655052)"
2016,252021,CICS Basil,1816 W. Garfield Blvd,60609,NEW CITY,K-12 School,57350,1956,2,78,2237436.7,1366099.9,,,,62.8,147.5,67,153.3,485,8.5,41.794164,-87.67006603,"(41.794164, -87.67006603)"
2016,252020,1420 North Lake Shore Drive,1420 North Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,162540,1928,1,68,3718848,10875300.1,,,,89.8,142.1,97.7,148.5,1263.1,7.8,41.90861149,-87.62598492,"(41.90861149, -87.62598492)"
2016,252018,5000 Marine Drive Corporation,5000 N. Marine Dr.,60640,UPTOWN,Multifamily Housing,121500,1925,1,47,1683849.3,9721693.1,,,,93.9,127.5,104.6,138.8,826.7,6.8,41.97365849,-87.65167791,"(41.97365849, -87.65167791)"
2016,252013,900 North Franklin,900 North Franklin Street,60610,NEAR NORTH SIDE,Office,95866,1928,1,55,5617568,448126.2,,,,63.3,188.9,68.1,203.3,1062.5,11.1,41.89935826,-87.63609615,"(41.89935826, -87.63609615)"
2016,251996,Prairie Pointe at Central Station Condominiums,1600 S. Prairie Ave.,60616,NEAR SOUTH SIDE,Multifamily Housing,358000,2006,1,100,5952636.6,,,,,16.6,52.2,16.1,50.5,1097.2,3.1,41.85994896,-87.62127871,"(41.85994896, -87.62127871)"
2016,251992,United Airlines Reservation Center,11555 W Touhy Ave,60666,OHARE,Office,122360,1989,1,,19060042.7,6459438.2,,,,208.6,544.5,210.7,546.8,3856.3,31.5,42.008383,-87.905562,"(42.008383, -87.905562)"
2016,251965,Lake Meadows Shopping Center - (LA Fitness - Building 2),3455 S King Dr,60616,DOUGLAS,Fitness Center/Health Club/Gym,60303,2008,1,,3374062,578971.8,,,,65.6,185.8,66.8,187.1,652.7,10.8,41.83150912,-87.61643436,"(41.83150912, -87.61643436)"
2016,251964,114 South Racine,114 South Racine Avenue,60607,NEAR WEST SIDE,Office,94925,1920,1,84,3193289.1,2718499.9,,,,62.3,135.7,65.3,137.6,733,7.7,41.8796246,-87.65748447,"(41.8796246, -87.65748447)"
2016,251960,Latin School of Chicago Middle School,45 W. North BLVD,60610,NEAR NORTH SIDE,K-12 School,81509,2007,1,30,4095498.7,3059300.2,,,,87.8,197.2,91.7,199.3,917.4,11.3,41.911172,-87.630192,"(41.911172, -87.630192)"
2016,251959,Torrey-Gray Doane 840 N. LaSalle,840 N. LaSalle,60610,NEAR NORTH SIDE,College/University,86585,1939,1,,8342746,,,,,96.4,302.5,96.4,302.5,1537.7,17.8,41.89800206,-87.63342404,"(41.89800206, -87.63342404)"
2016,251958,Advocate Trinity - POB,2301 2315 East 93rd Street,60617,CALUMET HEIGHTS,Medical Office,51497,1971,1,15,5466563.1,914323.6,,,,123.9,352,132.8,378.1,1056.2,20.5,41.7260348,-87.56740315,"(41.7260348, -87.56740315)"
2016,251957,Peck,5821 S. Drexel Ave.,60637,HYDE PARK,Laboratory,124893,1961,1,,24629798.4,,13432499.8,,,304.8,748.6,308.7,753.3,5431.7,43.5,41.781317,-87.604346,"(41.781317, -87.604346)"
2016,251956,Carlson,949 E. 58th St.,60637,HYDE PARK,Laboratory,67021,1927,1,,7207867.1,,21671097.3,,,430.9,726.7,453.3,753.7,2767.5,41.3,41.789531,-87.602855,"(41.789531, -87.602855)"
2016,251955,CLI,5841 S. Maryland Ave.,60637,HYDE PARK,Laboratory,169585,1930,1,,7797924.7,,23856120,,,186.7,313.6,190.4,318.1,3021.3,17.8,41.788813,-87.604889,"(41.788813, -87.604889)"
2016,251954,Gilman Smith,5835 S. Drexel Ave.,60637,HYDE PARK,Laboratory,143899,1953,1,,4958502.6,,14817540.4,,,137.4,232.1,144.3,240.4,1897.8,13.2,41.781317,-87.604346,"(41.781317, -87.604346)"
2016,251953,Bobs Roberts,920 E. 59th St.,60637,HYDE PARK,Laboratory,76871,1930,1,,2636001.7,,3187979.8,,,75.8,157.6,80.6,163.4,697.5,9.1,41.789582,-87.603272,"(41.789582, -87.603272)"
2016,251952,Hicks,970 E.59th St.,60637,HYDE PARK,Laboratory,53522,1931,1,,3886653.6,,6459540.3,,,193.3,373.2,193.3,373.2,1145.3,21.4,41.787765,-87.601884,"(41.787765, -87.601884)"
2016,251951,Goldblatt Hospital,5840 S. Ellis Ave.,60637,HYDE PARK,Laboratory,79347,1950,1,,5762011.6,,20978579.9,,,337,546.1,350,561.7,2455,30.9,41.78964,-87.601268,"(41.78964, -87.601268)"
2016,251950,McLean,5824 S. Ellis Ave.,60637,HYDE PARK,Laboratory,110070,1953,1,,8089340.2,,24751622.9,,,298.4,501.3,310.9,516.3,3134.5,28.5,41.789752,-87.601272,"(41.789752, -87.601272)"
2016,251949,Wyler,5837 S. Maryland Ave.,60637,HYDE PARK,Laboratory,208526,1967,1,,13343311.8,,19533843.7,,,157.7,313.6,166.1,323.7,3756.5,18,41.788876,-87.60489,"(41.788876, -87.60489)"
2016,251948,SBRI,5812 S. Ellis Ave.,60637,HYDE PARK,Laboratory,214708,1977,1,,48771605.7,,46685401.4,,,444.6,974.8,437.1,940.9,12089.5,56.3,41.790012,-87.601281,"(41.790012, -87.601281)"
2016,251947,BSLC,924 E. 57th St.,60637,HYDE PARK,Laboratory,175729,1993,1,,30078895.4,,68260979.5,,,559.6,1004.8,542.8,981.7,10076.6,57.3,41.79195215,-87.60279582,"(41.79195215, -87.60279582)"
2016,251946,1010 Lake Shore Association,1000 N. Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,253446,1954,1,59,10262282.6,,,,,40.5,127.1,,,1897.4,7.5,41.900883,-87.624237,"(41.900883, -87.624237)"
2016,251945,916 S Wabash,916 S Wabash,60605,LOOP,College/University,66358,1930,1,,4761183.3,966792.7,,,,86.3,240.6,88.2,242.7,928.9,14,41.870306,-87.62591,"(41.870306, -87.62591)"
2016,251944,820 S. Michigan,820 S. Michigan Avenue,60605,LOOP,College/University,113032,1970,1,,7747150.7,,,,,68.5,215.2,70.4,221.2,1428,12.6,41.87112548,-87.62470896,"(41.87112548, -87.62470896)"
2016,251943,6338000111 - Ravenswood,1825 W Lawrence Ave,60640-4044,LINCOLN SQUARE,Bank Branch,53684,1962,1,23,3787657.8,1864021.7,,,,105.3,258,109.2,259,797.2,14.8,41.96854338,-87.67576455,"(41.96854338, -87.67576455)"
2016,251941,Cumberland Centre - Building 2,5450 North Cumberland Avenue,60656,OHARE,Office,145066,1987,1,,650364.7,3187053.9,,,,26.5,37.1,29,39.8,289.2,2,41.9787887,-87.83785106,"(41.9787887, -87.83785106)"
2016,251930,The Granville Condominum Association,1134 West Granville,60660,EDGEWATER,Multifamily Housing,241280,2008,1,,8143430.6,17598113.8,,,,106.7,182.6,114.8,191,2435.7,10.1,41.994566,-87.659499,"(41.994566, -87.659499)"
2016,251929,600 S Michigan,600 S Michigan,606051996,LOOP,College/University,175129,1960,1,,10767924,6256441.6,,,,97.2,230.6,102.9,236.6,2317.1,13.2,41.87405317,-87.62482805,"(41.87405317, -87.62482805)"
2016,251928,Institute of Forensic Medicine,2121 W. Harrison St.,60612,NEAR WEST SIDE,Other - Public Services,79368,1982,1,,7293259.2,9532365.8,,,,212,414.6,226.4,426.7,1850.6,23.3,41.87360171,-87.68027426,"(41.87360171, -87.68027426)"
2016,251927,Plaza On Dewitt Condominium Association,260 E Chestnut St.,60611,NEAR NORTH SIDE,Multifamily Housing,428547,1965,1,39,11217437.9,26989101,,,,89.2,148.3,96.6,154.7,3501.1,8.2,41.89868452,-87.61967438,"(41.89868452, -87.61967438)"
2016,251926,Mondial River West,910 W Huron St,60642,WEST TOWN,Multifamily Housing,171344,2009,1,42,5496882.1,11444389,,,,98.9,170.9,104.5,175.3,1624.2,9.5,41.895064,-87.650602,"(41.895064, -87.650602)"
2016,251925,Peter V. Byrne Hall,2219 N. Kenmore ,60614,LINCOLN PARK,College/University,77485,1968,1,,1883809.6,7246464,,,,117.8,174.5,130.4,187.7,732.1,9.4,41.922073,-87.654665,"(41.922073, -87.654665)"
2016,251920,Mayfair Condominiums,189 East Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,171333,1924,1,63,6186542.9,5463700.1,,,,68,146.9,71.3,150.3,1430.5,8.3,41.90067988,-87.62240677,"(41.90067988, -87.62240677)"
2016,251919,223 West Erie,223 West Erie Street,60654,NEAR NORTH SIDE,Office,70000,1890,1,75,3488374.2,2256693.1,,,,82.1,190.3,85.8,192,762.8,10.9,41.89374466,-87.63530787,"(41.89374466, -87.63530787)"
2016,251918,Michaels Terrace Condo,1309 N Wells St,60610,NEAR NORTH SIDE,Multifamily Housing,115503,1990,1,48,2787985.5,6556755.7,,,,80.9,135.4,84.3,134.6,862.1,7.5,41.90604144,-87.63411225,"(41.90604144, -87.63411225)"
2016,251917,CHICAGO MID NORTH (1437),2939 W ADDISON ST,60618,IRVING PARK,Retail Store,191143,2003,1,79,11519956.1,3297699.9,,,,77.5,207.4,78.8,205.6,2298.5,12,41.946628,-87.701937,"(41.946628, -87.701937)"
2016,251911,Cardenas Ele-CPS,2345 S Millard Ave,60623,SOUTH LAWNDALE,K-12 School,65670,1973,1,12,4294544.5,,,,,65.4,205.3,69.6,218.4,791.6,12.1,41.84837956,-87.71570703,"(41.84837956, -87.71570703)"
2016,251910,Chase Elemen-CPS,2021 N Point St,60647,LOGAN SQUARE,K-12 School,84715,1894,1,71,2333570.2,2854240.5,,,,61.2,121.9,66.7,128.2,581.7,6.9,41.91821493,-87.69423382,"(41.91821493, -87.69423382)"
2016,251909,Garvy Elemen-CPS,5225 N Oak Park Ave,60656,NORWOOD PARK,K-12 School,79665,1937,1,37,3056199.4,3394700.8,,,,81,165.2,85.4,169.9,743.6,9.3,41.9763901,-87.79592032,"(41.9763901, -87.79592032)"
2016,251906,Sabin Magnet-CPS,2216 W HIRSCH ST,60622,WEST TOWN,K-12 School,95219,1930,1,67,2238301.7,4877681,,,,74.7,127.6,81.8,136.2,671.6,7.1,41.90740406,-87.68287819,"(41.90740406, -87.68287819)"
2016,251905,FunstonFred-CPS,2010 N Central Park Ave,60647,LOGAN SQUARE,K-12 School,107729,1896,1,52,2921686.4,4735044.6,,,,71.1,131.3,78.2,138.8,790,7.3,41.91774866,-87.71712677,"(41.91774866, -87.71712677)"
2016,251904,CICS ChicagoQuest,1443 N Ogden Ave.,60610,NEAR NORTH SIDE,K-12 School,102500,1971,2,1,9933393.1,2497626.8,,,,121.3,329.9,123.8,332,1963.6,19.2,41.90661513,-87.64566449,"(41.90661513, -87.64566449)"
2016,251900,ScammonJonat-CPS,4201 W HENDERSON ST,60641,IRVING PARK,K-12 School,85474,1926,1,66,1944864.2,3415324.8,,,,62.7,113.4,67.5,118.8,539.9,6.3,41.94126828,-87.73387796,"(41.94126828, -87.73387796)"
2016,251899,Shields Main-CPS,4250 S ROCKWELL ST,60632,BRIGHTON PARK,K-12 School,128230,1902,1,74,3678163.3,4554298.2,,,,64.2,127.4,70.3,133.8,919.9,7.2,41.81616259,-87.69017351,"(41.81616259, -87.69017351)"
2016,251898,Durkin Park-CPS,8445 S Kolin Ave,60625,ASHBURN,K-12 School,79722,1961,1,19,2694251,3761574.3,,,,81,155.7,84.7,159.6,696.4,8.7,41.73937185,-87.73003923,"(41.73937185, -87.73003923)"
