"","num_buildings","year_built","property_type_primary_epa","floor_area_total_SF","h2o_use_allsources_KGAL","SALE_PR","SALE_TY","MV","TX_LND","TX_BLDG","XMPT_LND","XMPT_BLDG","CAT_CD","ZONE","FRT","DPT","TOT_AREA","TOP","GRG_TYP","GRG_SP","OFF_ST","VIEW_","STORIES","EXT_COND","NO_RM","NO_BD","NO_BATH","BASMT_SQFT","FIRE","INT_COND","TOT_LIV_AREA","building_value","value_per_SF","electricity_use_KBTU","energy_star_score","site_eui_KBTUSF","source_eui_KBTUSF","total_ghg_emissions_MTCO2e","total_site_energy_KBTU","log_total_site_energy_KBTU"
"320",1,1973,"K-12 School",204093,1114,1,"C",24477300,0,0,14014900,10462400,4,"RSA1",40000,34600,56059500,"F","0",0,0,"I",0,4,0,0,0,0,0,4,179848,10462400,51.2629046562107,3817250.1,89,35.3,76.2,618,7204482.9,15.7902140152358
"321",1,1974,"K-12 School",44500,289.2,1,"Z",8679800,0,0,2079700,6600100,4,"SPPOA",0,0,0,"F","0",0,0,"I",0,4,0,0,0,0,0,4,0,6600100,148.316853932584,2426283.1,47,56.8,173.6,283.7,2527600,14.7427807938814
"322",1,1950,"K-12 School",102143,1487.1,1,"Z",20657500,0,0,5754900,14902600,4,"RSA5",56200,51200,28774400,"F","0",0,0,"I",0,4,0,0,0,0,0,4,146924,14902600,145.899376364509,1547339.3,84,62.3,97.1,433.5,6363508.9,15.6660904970147
"323",1,1949,"K-12 School",46000,723.5,1,"Z",10820900,0,0,8460000,2360900,4,"RSA3",56400,60000,33840000,"F","0",0,0,"I",20,4,0,0,0,0,0,4,79507,2360900,51.3239130434783,882138.1,24,93.1,137.8,281.8,4282600,15.2700708597543
"324",1,1928,"K-12 School",35045,622.7,1,"Z",11061000,0,0,3489800,7571200,4,"RSD1",42300,55000,23265000,"F","0",0,0,"I",20,4,0,0,0,0,0,4,70995,7571200,216.04223141675,1076262.9,11,159,231.2,362.3,5572155,15.5332924311547
"325",1,1959,"K-12 School",85550,221.9,1,"Z",19511300,0,0,11151400,8359900,4,"RSD3",5000,14500,55756800,"F","0",0,0,"I",0,4,0,0,0,0,0,4,123411,8359900,97.7194623027469,2364121.2,21,69.6,129.1,537.2,5954280,15.5996208466607
"326",1,2001,"K-12 School",56394,339.2,1,"C",9319300,0,0,1376300,7943000,4,"I2",15000,36700,5505000,"F","0",0,26,"I",0,4,0,0,0,0,0,4,56652,7943000,140.848317196865,1404340.3,56,54.5,109.3,249.9,3073473,14.9383187505176
"327",1,1921,"K-12 School",72876,821.2,1,"Z",4057400,0,0,342200,3715200,4,"RM1",24800,9200,2281600,"F","0",0,22,"I",30,4,0,0,0,0,0,4,51555,3715200,50.979746418574,950649.7,70,68.5,97.1,402.8,4992006,15.4233483909538
"328",1,1917,"K-12 School",108000,503.1,4,"C",16344700,0,0,2356200,13988500,4,"RSA5",25200,37400,9424800,"F","0",0,0,"I",0,4,0,0,0,0,0,4,99360,13988500,129.523148148148,1903428.2,75,58.4,96.8,527,6307200,15.6572023959405
"329",1,1955,"K-12 School",168259,1612.3,1,"Z",20362100,0,0,2808000,17554100,4,"RSA3",43200,65000,28080000,"F","0",0,50,"I",0,4,0,0,0,0,0,4,182130,17554100,104.327851704812,2936154,50,50,87.8,731.2,8412950,15.9452827433321
"330",1,1967,"K-12 School",75318,3146.3,4,"C",9242200,0,0,1720000,7522200,4,"RM1",35300,32483,11466499,"F","0",0,54,"I",0,4,0,0,0,0,0,4,100568,7522200,99.8725404285828,1564263.5,86,55.9,102.1,320,4210276.2,15.2530388092073
"331",1,1994,"K-12 School",232815,1262.9,375780,"M",1.6e+07,0,0,2614240,13385760,4,"I3",52450,39260,26136000,"F","0",0,0,"I",0,4,0,0,0,0,0,4,120990,13385760,57.4952644803814,5224754.7,76,39.4,88.3,809.3,9172911,16.0317652420573
"332",1,1937,"K-12 School",62100,959.3,1,"Z",10720300,0,0,1336400,9383900,4,"RSA5",64740,18680,8909600,"F","0",0,0,"I",0,4,0,0,0,0,0,4,76848,9383900,151.109500805153,1034727.6,17,122.1,162.6,481.1,7582410,15.8413416490382
"333",1,2000,"Medical Office",140913,5988.8,1,"3",35584700,3e+06,32584700,0,0,4,"CMX4",12000,20000,2400000,"F","0",0,0,"I",80,4,0,0,0,0,0,4,172000,32584700,231.23984302371,36437874,1,258.6,812,4178.7,36440101.8,17.4111804239855
"334",1,1900,"K-12 School",375473,4024.2,1,"C",4776500,0,0,63300,4713200,4,"RSA2",7850,16100,632650,"F","0",0,0,"I",10,0,0,0,0,0,0,0,54651,4713200,12.5527001941551,353011,100,66.2,71.9,1113.3,24856312.6,17.0286223064162
"335",1,1991,"Hotel",78490,4633,1,"3",13018900,1942000,11076900,0,0,2,"CMX3",47950,40500,19419750,"F","0",0,0,"I",40,4,0,0,0,0,0,4,120000,11076900,141.124984074404,3521818.6,65,97.8,196.4,624.5,7676322,15.8536510841616
"336",1,1999,"Hotel",440000,19235,10,"3",61847500,5300000,56547500,0,0,2,"CMX5",10600,25000,2650000,"F","0",0,0,"I",160,3,0,0,0,0,0,3,424992,56547500,128.517045454545,19087273.9,56,95.4,198.4,3693.3,41976000,17.5526085843487
"337",2,1995,"Hotel",1294004,63051,10,"4",203729200,23049600,180679600,0,0,2,"CMX5",39200,29400,11524800,"F","0",0,0,"I",0,2,0,0,0,0,0,2,1063580,180679600,139.628316450336,70804527.4,38,120.7,241.9,12742,156186282.8,18.8665599733318
"338",1,1995,"Hotel",284908,15794,4,"L",51659800,360365,0,162000,38643277,2,"CMX3",28121,28000,4735104,"F","0",0,0,"I",60,4,0,0,0,0,0,4,283278,38643277,135.634229295071,19903717.8,24,130.8,283.4,3205.2,37265966.4,17.4335910391429
"339",1,1990,"Hotel",243058,9520,1,"4",32052600,2132000,29920600,0,0,2,"CMX5",5800,18000,1066000,"F","0",48,0,"I",250,4,0,0,0,0,0,4,228225,29920600,123.100659101943,14227589.6,27,94.6,226.9,2206.5,22993286.8,16.9507128530278
"340",1,1990,"Hotel",350000,21622,1,"D",60006000,5401600,54604400,0,0,2,"CMX5",19900,14000,2700800,"F","0",0,0,"I",200,3,0,0,0,0,0,3,334060,54604400,156.012571428571,20279904.4,1,122,257.8,3778.7,42700000,17.5697094781989
"341",2,1953,"K-12 School",317507,5763.6,1,"Z",13600000,0,0,953360,12646640,4,"RSA3",28234,110112,31089022,"F","0",0,0,"I",0,4,0,0,0,0,0,4,116246,12646640,39.8310588427972,8122614,38,94.1,152,2133.4,29877408.7,17.2126131909073
"342",1,2009,"K-12 School",292229,3515.2,1,"Z",11229000,0,0,10285200,943800,4,"RSA1",73300,23000,152460000,"F","0",0,0,"I",0,4,0,0,0,0,0,4,88417,943800,3.22965893186508,12744284,46,89.8,185,2249.3,26242164.2,17.0828779957733
"343",1,1990,"Office",936822,9745.6,1,"4",7983800,999200,2988600,0,0,5,"I1",35300,26400,2671268,"F","0",85,0,"I",40,2,0,0,0,0,0,2,109600,2988600,3.19014711439313,28565809.9,71,63.9,200.7,3275.9,59862925.8,17.9075679365749
"344",1,1959,"Office",248000,4561.2,8848000,"C",32286800,0,0,8910000,23376800,4,"I2",32400,22000,7128000,"A","0",0,50,"I",0,4,0,0,0,0,0,4,210000,23376800,94.2612903225806,25584714.8,20,168.8,442.5,3555.8,41862400,17.549898607309
"345",1,1924,"K-12 School",135315,1688.4,4,"D",16132800,0,33630,1214980,15210000,4,"RM4",30600,32127,1929400,"F","0",77,0,"I",60,2,0,0,0,0,0,2,170226,15243630,112.652920962199,2161468.9,17,64.3,99,725.6,8700754.5,15.9789203040024
"346",1,2009,"K-12 School",249787,2119.8,4e+06,"M",44128300,0,0,10018800,34109500,4,"RSA5",82960,120760,100188000,"F","0",0,0,"I",0,4,0,0,0,0,0,4,425128,34109500,136.554344301345,14155668.1,16,93.9,217.1,2117.9,23454999.3,16.9705942199003
"347",1,1967,"K-12 School",66000,661.6,1,"Z",9089500,0,0,45700,9043800,4,"RSA4",2360,12900,304440,"F","0",0,0,"I",0,4,0,0,0,0,0,4,60516,9043800,137.027272727273,1184338.3,97,35.2,74.5,196.4,2323200,14.6584561036126
"348",1,1890,"Other",150000,64.3,675000,"M",1290000,213400,1076600,0,0,5,"IRMX",32700,22500,7357500,"F","0",0,0,"I",40,4,0,0,0,0,0,4,129025,1076600,7.17733333333333,1225488,NA,19.9,38,234.1,2985000,14.9091103048088
"349",1,2001,"Distribution Center",159200,672.9,1750000,"M",7244600,1215000,6029600,0,0,5,"I1",60110,35717,41897800,"F","0",0,92,"I",10,3,0,0,0,0,0,3,143060,6029600,37.8743718592965,2037065,91,27.7,55.8,359.6,4409840,15.2993489655857
"350",1,1910,"Office",99756,497.5,1125000,"3",11021800,4656000,6365800,0,0,4,"CMX4",24000,9700,2328000,"A","0",0,0,"I",40,3,0,0,0,0,0,3,1e+05,6365800,63.8137054412767,16544033.9,2,171.9,530.5,1920.8,17148056.4,16.6573953957079
"351",1,2003,"Stadium (Open)",166611,12722.9,25,"3",11395000,31250,48000,10163750,1152000,4,"SPPOA",84600,110500,93483000,"F","0",0,0,"I",10,0,0,0,0,0,0,3,166611,1200000,7.20240560347156,46073600.8,NA,276.5,868.3,5283.7,46067941.5,17.6456278539082
"353",1,1950,"Office",183300,961.7,3550000,"M",4510700,923600,239713,0,3347387,4,"CA2",18472300,100,18472300,"F","0",0,0,"D",20,3,0,0,0,0,0,3,51330,3587100,19.569558101473,2243697.4,95,43.7,137.3,257.3,8010210,15.8962275359293
"354",2,1940,"Other",1e+05,869.3,1,"Z",9768900,0,0,849800,8919100,4,"I1",59670,20000,8498200,"F","0",0,0,"I",30,4,0,0,0,0,0,4,109028,8919100,89.191,4735.5,NA,47,49.5,175.2,4700000,15.3630730666803
"356",1,1949,"K-12 School",149810,586.6,1,"Z",12965100,0,0,1920800,11044300,4,"RM1",49000,39200,19208000,"F","0",0,0,"I",30,4,0,0,0,0,0,4,258269,11044300,73.7220479273747,4463390.7,65,54.2,119.2,706,8119702,15.909804011957
"357",1,1925,"Office",106124,3096.6,13621318,"C",72000,191928,470500,0,0,5,"I2",17180,41000,0,"F","0",0,0,"0",10,4,0,0,0,0,0,4,85800,470500,4.43349289510384,3775623.7,81,74.2,152.3,650.9,7874400.8,15.8791276508922
"358",5,1928,"Hospital (General Medical & Surgical)",666381,19620.1,4,"F",1.5e+07,6396,839011,500207,13654386,4,"RM1",104100,50000,50660300,"F","0",0,0,"I",0,0,0,0,0,0,0,0,421345,14493397,21.7494151243808,33529157.6,59,214.2,400.2,6629.3,142738810.2,18.7765270160374
"359",1,1973,"K-12 School",53200,932.9,4,"C",1039500,0,0,1039500,0,6,"RM1",22500,30800,6930000,"F","0",0,0,"I",0,0,0,0,0,0,0,0,0,0,0,2191264.5,34,105.8,194.6,506.5,5628560,15.5433641947539
"360",1,1930,"K-12 School",173000,689.3,19900,"L",4360100,1097152,4900500,0,185574,1,"RSA3",9900,20962,9009000,"F","0",0,18,"I",100,2,0,0,0,0,0,2,186756,5086074,29.3992716763006,795409.2,97,27.7,38.6,303.1,4792100,15.3824792866732
"361",1,1914,"K-12 School",70000,1718.7,4,"C",3827700,0,0,742600,3085100,4,"RM1",22200,22300,4950600,"F","0",0,18,"I",0,4,0,0,0,0,0,4,43795,3085100,44.0728571428571,1042171.2,49,69.6,104.2,322.8,4872000,15.3990150883719
"362",1,1972,"Office",80679,343.6,2,"C",7886400,0,0,3221200,4665200,4,"CMX4",13400,12000,1610600,"F","0",50,0,"I",50,4,0,0,0,0,0,4,75495,4665200,57.8242169585642,3007872.8,82,61.7,151.4,454.5,4977894.3,15.4205175282572
"363",1,1960,"Distribution Center",187238,541.1,1,"4",40900000,9252700,31204528,0,0,4,"CMX5",104550,93729,68567200,"F","0",0,0,"I",0,0,0,0,0,0,0,4,247462,31204528,166.65702474925,1618320.1,93,12.8,31.5,226.9,2396646.4,14.6895809848042
"364",1,2004,"Retail Store",114840,497.3,1700000,"4",12660100,2716000,11551515,0,435381,4,"CMX3",10000,25200,10530827,"F","0",0,0,"I",60,4,0,0,0,0,0,4,184660,11986896,104.379101358412,5801450.9,66,69.5,178.5,781,7981380,15.8926218868057
"365",1,1916,"Office",77472,1073.6,10,"4",5775000,992500,4782500,0,0,4,"CMX5",0,0,0,"F","0",0,0,"A",0,4,0,0,0,0,0,4,71000,4782500,61.7319805865345,4012399.4,67,68.2,182.3,544.3,5283590.4,15.4801164245872
"366",1,1930,"Office",329468,7943.1,31615000,"M",38666600,4976000,33690600,0,0,4,"CMX5",8000,23600,2488000,"A","0",58,0,"I",220,4,0,0,0,0,0,4,355036,33690600,102.257578884748,18743699.2,53,112.2,265.4,2924.9,36966309.6,17.4255175044534
"367",1,1903,"Office",396614,1563.7,16451988,"3",21035300,47288,1214868,741112,19032032,4,"ICMX",18000,29200,5256000,"F","0",0,0,"I",60,4,0,0,0,0,0,4,315000,20246900,51.0493830273263,10547587.3,95,47.8,121.6,1432.8,18958149.2,16.7577444339926
"368",1,1965,"Mixed Use Property",162083,734.8,1,"4",51192700,5522100,54604400,0,6291000,4,"CMX4",19170,50000,0,"F","0",0,0,"I",180,4,0,0,0,0,0,4,929,60895400,375.705040010365,1088861.3,NA,45.4,70.6,306,7358568.2,15.8113759337366
"369",1,1975,"Distribution Center",224684,405.6,1,"4",384700,150100,72100,0,0,4,"RM4",20700,20000,2328000,"F","0",0,0,"I",10,4,0,0,0,0,0,4,216980,72100,0.32089512381834,2471304.4,81,29,53.4,497.9,6515836,15.6897460795721
"370",1,1919,"Office",100572,881.5,605700,"2",7921600,1196300,6725300,0,0,4,"CMX5",6600,14500,957000,"F","0",0,0,"I",120,4,0,0,0,0,0,4,121644,6725300,66.8705007357913,4833282.2,76,68.6,175.6,691.3,6899239.2,15.7469217026187
"371",1,1930,"Office",50456,1620,1e+06,"M",15567700,1620808,17336412,0,0,4,"ICMX",0,0,0,"A","0",0,0,"B",50,4,0,0,0,0,0,4,1599,17336412,343.594656730617,3627092.5,43,92.1,249.9,483.1,4646997.6,15.3517318916047
"372",1,1964,"Distribution Center",1197220,2714.9,1,"4",13165900,0,0,6154900,7011000,5,"I2",95916,95775,212239300,"F","0",0,0,"0",10,3,0,0,0,0,0,3,1316590,7011000,5.85606655418386,15328358.8,89,36,64.6,3233.9,43099920,17.5790316989238
"373",1,1963,"K-12 School",56265,277,1,"Z",2770400,0,0,567500,2202900,4,"RM1",11025,39750,5675000,"F","0",0,0,"I",0,4,0,0,0,0,0,4,55188,2202900,39.1522260730472,1342864.3,39,68,121.3,286,3826020,15.1573356563602
"374",1,1928,"K-12 School",139500,1023.9,1,"Z",20388800,0,0,1569400,18819400,4,"RSA3",46500,22500,10462500,"F","0",0,0,"I",0,4,0,0,0,0,0,4,169624,18819400,134.906093189964,1677007.9,94,34.2,60.3,414.4,4770900,15.3780455243121
"375",1,1929,"Non-Refrigerated Warehouse",851000,5566.9,1,"3",10800000,2106700,8693300,0,0,5,"I2",104550,81600,75238700,"F","0",0,0,"I",0,0,0,0,0,0,0,0,394617,8693300,10.2153936545241,16892023.8,60,68.4,124.1,3496.8,58208400,17.879540232184
"376",19,1960,"College/University",635839,31036.7,29435000,"M",9934700,4149452,532020,0,0,6,"I2",34400,0,0,"F","0",0,0,"I",30,2,0,0,0,0,0,2,1209,532020,0.836721245472517,35173864.4,NA,91.9,211.8,5375.9,58433604.1,17.8834016949833
"377",2,1896,"Office",271115,3615.2,1,"Z",25083000,11880000,13203000,0,0,4,"CMX5",39600,15000,5940000,"F","0",0,0,"I",50,4,0,0,0,0,0,4,258578,13203000,48.6988916142596,8698075.1,NA,100.1,182.6,2222.6,27138611.5,17.1164680504138
"378",1,1925,"Office",205000,6068,1165000,"3",320000,105300,214700,0,0,4,"CMX5",0,0,0,"F","0",0,0,"A",0,4,0,0,0,0,0,4,9033,214700,1.04731707317073,9829443.1,84,60.5,163.8,1264.3,12402500,16.3334086231573
"380",1,1957,"Mixed Use Property",306000,620.8,6e+06,"K",9925000,2445600,7479400,0,0,5,"I1",22420,98200,84332600,"F","0",0,0,"I",10,3,0,0,0,0,0,3,248178,7479400,24.4424836601307,5825863.8,NA,56.5,103.4,1186.5,17289000,16.6655810190869
"381",1,1920,"Office",1e+05,1302.2,1,"4",3129300,44043,638827,159157,2287273,4,"CMX3",16000,12700,2032000,"F","0",0,0,"I",20,4,0,0,0,0,0,4,40640,2926100,29.261,3425750.4,75,48.1,130.1,441.1,4810000,15.3862076420819
"382",1,1925,"Hospital (General Medical & Surgical)",171219,2343.1,2200000,"3",2303900,1200500,2338999,0,0,5,"I2",10000,43300,170400,"F","0",0,0,"I",0,4,0,0,0,0,0,4,0,2338999,13.6608612361946,12346042.2,89,209.6,377,2806.7,35887502.4,17.3958996702871
"383",1,1970,"Automobile Dealership",55000,198.6,1,"Z",5700000,2343500,2156500,0,1200000,4,"I2",50000,45000,23435280,"F","0",0,0,"I",10,2,0,0,0,0,0,2,49141,3356500,61.0272727272727,2388420.1,NA,43.4,136.4,273.9,2387000,14.685547905321
"384",1,1960,"Distribution Center",181508,1619.1,1,"Z",4523100,0,0,684000,2868200,4,"ICMX",0,0,1346800,"F","0",0,0,"I",0,3,0,0,0,0,0,3,110188,2868200,15.8020583114794,9450492.8,14,95.5,262.8,1198.1,17334014,16.6681812563373
"385",1,1959,"Distribution Center",253386,1106.3,1,"Z",61220600,0,0,1468460,57502200,4,"I1",11000,8963,1020300,"F","0",68,0,"I",0,4,0,0,0,0,0,4,253800,57502200,226.935189789491,2143344.7,88,20,48.5,305.8,5067720,15.4384015702781
"386",180,1873,"College/University",14350000,976771.8,650000,"1",64540000,0,0,390000,64150000,4,"SPINS",13000,30000,3900000,"F","0",0,0,"I",0,0,0,0,0,0,0,0,175000,64150000,4.47038327526132,1016449130,NA,207.8,401.2,228210.3,2981930000,21.815836578835
"387",1,1898,"College/University",94151,641.2,1,"C",24967000,0,0,3986400,20980600,4,"RM1",15100,13200,1993200,"F","C",5,0,"I",0,2,0,0,0,12484000,0,2,67698,20980600,222.839906108273,5091379.6,NA,75.8,192.6,692.5,7136645.8,15.7807534480261
"388",1,2007,"Vocational School",205378,357.8,597500,"C",14246400,0,0,2246400,1.2e+07,4,"I1",26773,35903,27036385,"F","0",0,0,"I",0,2,0,0,0,0,0,2,85378,1.2e+07,58.4288482700192,6205540.9,NA,94.1,250.7,808.9,19326069.8,16.7769655092497
"389",2,1983,"Strip Mall",97261,5.4,1,"L",4167400,1854800,2082300,0,230300,4,"CA2",29810,38000,12365100,"F","0",0,0,"I",10,4,0,0,0,0,0,4,52495,2312600,23.7772591275023,139875.5,NA,2.7,8.4,15.5,262604.7,12.4784051386343
"390",1,1905,"College/University",240000,4582.7,1,"Z",88954600,0,0,4932000,84022600,4,"CMX4",13700,18000,2466000,"A","0",0,0,"I",100,4,0,0,0,0,0,4,241200,84022600,350.094166666667,14682013.4,NA,124,258,2484,29760000,17.2086757679292
"391",1,1940,"Non-Refrigerated Warehouse",70000,0,375000,"M",716000,323000,393000,0,0,5,"I1",24800,17100,7740600,"F","0",0,0,"I",10,4,0,0,0,0,0,4,51138,393000,5.61428571428571,525941.7,90,12.2,31.2,71.4,854000,13.6576864727707
"393",1,1961,"Distribution Center",178250,35.7,3250000,"M",1804800,479600,1325200,0,0,5,"CA2",18098800,100,18098800,"F","0",0,0,"I",20,4,0,0,0,0,0,4,178250,1325200,7.43450210378682,569427.3,100,3.2,10,65.3,570400,13.2540931480822
"394",1,1906,"Hospital (General Medical & Surgical)",169807,28239,1,"Z",14322300,0,0,488500,13833800,4,"CMX5",23500,39600,9306000,"F","0",0,0,"I",0,4,0,0,0,0,0,4,220300,13833800,81.4677840136155,10505356.9,71,262,420.1,3290.1,44489434,17.6107622807413
"395",1,1989,"Hotel",112380,10341,7772800,"2",23800000,760886,23039114,0,0,2,"CMX4",14100,5400,761400,"F","0",0,0,"I",150,3,0,0,0,0,0,3,112380,23039114,205.010802633921,7947639.8,53,79.1,230.9,931.6,8889258,16.0003541394398
"396",1,1954,"College/University",440350,770.7,150000,"1",5042400,1759200,2710800,2720000,1432500,5,"CMX3",20734,9308,2650000,"F","0",30,0,"I",50,0,0,0,0,0,0,0,601907,4143300,9.40910639264222,10647500.8,NA,26,77.8,1263.5,11449100,16.2534216822551
"397",1,1988,"College/University",89596,1329.9,215000,"C",7e+06,0,0,3743750,3256250,4,"SPINS",36935,141126,74879600,"F","0",0,0,"I",0,4,0,0,0,0,0,4,1955,3256250,36.3436983793919,2091434.9,NA,65.8,117.9,441.8,5895416.8,15.5896857934406
"398",1,2005,"College/University",62000,138,2200000,"M",367300,678900,1251100,0,206206,4,"SPINS",34000,61000,34397600,"F","0",0,0,"I",10,0,0,0,0,0,0,0,52021,1457306,23.504935483871,5355727.7,NA,144.6,332.4,806,8965200,16.0088609737519
"399",1,2002,"Parking",243057,4819.1,1,"4",27252000,5197400,22054600,0,0,4,"CMX4",11000,24025,2598700,"F","0",0,0,"I",0,4,0,0,0,0,0,4,224400,22054600,90.7383864690176,4989599.6,NA,35.8,80.5,769.4,8701440.6,15.9789991561238
"400",1,2006,"Worship Facility",368193,1332.3,4500000,"C",15024000,0,0,5624000,9400000,4,"RSA3",128934,43620,56241310,"F","0",0,0,"I",10,0,0,0,0,0,0,0,116000,9400000,25.5300888392772,5106163.8,NA,62.1,150.6,726.5,22864785.3,16.945108525133
"401",1,1911,"Office",100766,998.8,1,"D",3100000,111600,2988400,0,0,4,"CMX3",36993,19157,7862600,"F","0",0,0,"I",10,0,0,0,0,0,0,0,72376,2988400,29.6568286922176,3276764,60,70.4,165.2,482.2,7093926.4,15.7747495392971
"402",1,2009,"College/University",67430,1422.6,1,"F",12068600,2435000,5227435,361500,10334200,4,"CMX4",7470,23440,304440,"F","0",0,96,"I",40,4,0,0,0,0,0,4,79488,15561635,230.782070295121,1521069.9,NA,28.5,77,195.6,1921755,14.4687493890032
"403",2,1940,"Non-Refrigerated Warehouse",189000,100.8,1450000,"L",2338000,2010700,327300,0,0,5,"I2",0,0,0,"F","0",0,0,"I",40,5,0,0,0,0,0,5,0,327300,1.73174603174603,587724.5,NA,3.4,10,69.8,642600,13.3732777256639
"405",1,1930,"Office",95000,4336.1,3016823,"2",10750000,1093000,9657000,0,0,4,"CMX3",7800,4700,546500,"F","0",0,0,"I",300,4,0,0,0,0,0,4,120582,9657000,101.652631578947,6373356.7,77,67.1,210.7,730.9,6374500,15.6678162145603
"406",1,1890,"Office",365000,5114.2,1295000,"1",37826200,0,0,9168400,34001540,4,"CMX5",17851,130000,55244600,"F","0",0,0,"I",150,4,0,0,0,0,0,4,355700,34001540,93.154904109589,19042409.5,67,79.1,192.1,2706.2,28871500,17.1783655073382
"407",1,1983,"Office",248000,3497,736752,"J",1282500,253300,1430700,0,0,4,"CMX5",19998,20000,0,"F","0",0,0,"A",0,4,0,0,0,0,0,4,2673,1430700,5.76895161290323,13393120.2,86,54,169.6,1535.9,13392000,16.4101680717114
"408",1,1983,"Office",248000,2823.9,1,"4",3599200,0,0,2490200,0,5,"IP",98800,48000,14866820,"F","0",0,0,"I",0,3,0,0,0,0,0,3,98728,0,0,13302204,87,53.6,168.4,1525.5,13292800,16.4027330932239
"409",1,1981,"Office",235000,9017.8,1,"Z",28780900,0,0,7431900,25693280,4,"I2",7840800,49022,31717037,"F","0",0,0,"I",40,4,0,0,0,0,0,4,47520,25693280,109.333106382979,11764756.8,83,71.7,183.3,1687.6,16849500,16.6398315407319
"410",1,1930,"Office",110000,7216.6,2991953,"3",13883600,1711900,12171700,0,0,4,"CMX5",7300,11725,855925,"A","0",0,0,"I",150,4,0,0,0,0,0,4,128115,12171700,110.651818181818,7283108.5,55,81.7,224.1,925.6,8987000,16.0112896466405
"411",2,1960,"Office",171042,444.2,250000,"3",390300,364600,25700,0,0,5,"I2",9000,78000,28618500,"F","0",0,0,"I",20,4,0,0,0,0,0,4,171042,25700,0.150255492802937,578466.7,NA,3.4,10.6,64.2,581542.8,13.2734398509838
"412",1,1905,"Office",110000,358,530000,"3",1699200,424400,993839,0,280961,4,"I2",40000,17800,3964600,"F","0",0,0,"I",40,3,0,0,0,0,0,3,84959,1274800,11.5890909090909,1351731.1,100,21,42.1,168.7,2310000,14.652758082498
"413",1,1956,"Office",5e+05,16749,1,"4",31435200,11373600,0,25245000,24400100,4,"CA2",10000,8992,122095800,"F","0",0,0,"I",0,2,0,0,0,0,0,2,188542,24400100,48.8002,25008813.6,83,61.9,171.4,3169,30950000,17.2478835570949
"414",1,2004,"Retail Store",115928,601.4,3500000,"F",12700000,2484000,9807014,0,0,4,"CMX3",22500,117500,22400000,"F","0",0,70,"I",10,4,0,0,0,0,0,4,183000,9807014,84.5957318335519,7565212.6,81,80.6,221,962.1,9343796.8,16.0502232372383
"415",1,2004,"Retail Store",115928,624.5,1,"D",17776000,9343600,8432400,0,0,4,"CMX3",19543,67526,46718100,"F","0",0,0,"I",0,3,0,0,0,0,0,3,161600,8432400,72.7382513284107,8850666.6,71,82.1,245.8,1050.5,9517688.8,16.0686626041841
"416",1,2008,"Retail Store",117132,367.6,1,"B",8573600,5330000,3243600,0,0,4,"CA2",85124,63908,53300016,"F","0",0,0,"I",10,4,0,0,0,0,0,4,131208,3243600,27.6918348529864,9128505.7,69,85.4,252.5,1093.2,10003072.8,16.1184028837575
"417",1,2009,"Retail Store",118008,581.9,1,"4",15568700,7020800,0,0,8547900,4,"CA2",81508,59862,46805600,"F","0",0,0,"0",10,2,0,0,0,0,0,2,140129,8547900,72.4349196664633,8627822,69,85.3,242.4,1066.1,10066082.4,16.1246821522575
"419",1,1990,"Enclosed Mall",144660,11822.4,1,"4",4.3e+07,17834000,25166000,0,0,4,"CMX5",14267,50000,7133500,"F","0",0,0,"I",20,4,0,0,0,0,0,4,144660,25166000,173.966542236969,34689804,NA,240,753.2,3980.2,34718400,17.3627803637453
"420",1,1980,"Hospital (General Medical & Surgical)",329142,8455.2,18700000,"F",1.7e+07,76224,646276,1625776,14651724,4,"RMX3",14500,34900,5112300,"F","0",0,0,"I",0,4,0,0,0,0,0,4,172500,15298000,46.4784196486623,28134099.8,52,289.9,567.8,5699.4,95418265.8,18.3737805835002
"422",1,1959,"Residence Hall/Dormitory",81525,1912,1,"4",58457500,5522100,47637200,0,0,2,"CMX5",0,0,5158100,"F","0",0,0,"I",200,4,0,0,0,0,0,4,101655,47637200,584.326280282122,2474815.7,37,145.2,218.3,822.2,11837430,16.2867771030482
"423",1,1985,"Medical Office",82972,5282,1,"Z",14746700,206981,1857563,1271419,11410737,4,"CMX4",8300,14250,1182750,"F","0",0,0,"I",80,4,0,0,0,0,0,4,82008,13268300,159.912982692957,9066311.8,16,123.8,359.2,1110,10271933.6,16.1449258407165
"424",1,1931,"Medical Office",262308,6786.3,24026184,"C",19996800,5920600,14076200,0,0,4,"CMX5",22030,21500,4736450,"A","0",0,0,"I",90,3,0,0,0,0,0,3,264942,14076200,53.662869603672,18884365.7,63,119,282.6,2984.9,31214652,17.2563981579295
"425",1,1930,"Office",244109,7283.8,7155250,"3",10057300,6277320,3052709,0,0,4,"CMX5",50700,17600,9800000,"F","0",0,0,"I",30,4,0,0,0,0,0,4,216980,3052709,12.5055159785178,12980565,54,89.3,210.5,2074.8,21798933.7,16.897371613719
"426",1,1928,"Office",191783,2951.8,24772315,"M",9360000,1203700,5757148,0,0,5,"I1",76000,27650,17174327,"F","0",0,0,"I",60,4,0,0,0,0,0,4,147420,5757148,30.0190736405208,15164337.2,10,238.9,427.7,3608,45816958.7,17.6401648578413
