building_id,building_type,property_type_primary,zip,council_district_code,neighborhood,year_built,num_buildings,num_floors,gross_floor_area_total_SF,gross_floor_area_parking_SF,gross_floor_area_building_SF,property_types_all,property_type_first,gross_floor_area_property_type_first_SF,property_type_second,property_type_third,energy_star_score,site_eui_KBTUSF,weather_norm_site_eui_KBTUSF,source_eui_KBTUSF,weather_norm_source_eui_KBTUSF,total_site_energy_KBTU,weather_norm_total_site_energy_KBTU,steam_use_KBTU,electricity_KWH,electricity_KBTU,natural_gas_THERMS,natural_gas_KBTU,total_ghg_emissions_MTCO2e,ghg_intensity_KGCO2e,log_total_site_energy_KBTU
28001,Multifamily LR (1-4),Low-Rise Multifamily,98136,1,SOUTHWEST,1963,1,4,22984,0,22984,"Multifamily Housing, Parking",Multifamily Housing,22984,Parking,,38,29.39999962,32.20000076,92.30000305,101,675611.375,739094.125,0,198010.2969,675611,0,0,4.71,0.2,13.4233733
28002,Multifamily LR (1-4),Low-Rise Multifamily,98136,1,SOUTHWEST,1968,1,4,26342,4878,21464,"Multifamily Housing, Parking",Multifamily Housing,23200,Parking,,99,24.5,26.20000076,76.90000153,82.40000153,568381.6875,608683.3125,0,166583.0938,568382,0,0,3.96,0.15,13.25054846
28006,Multifamily LR (1-4),Low-Rise Multifamily,98109,7,MAGNOLIA / QUEEN ANNE,1907,1,3,24329,0,24329,"Multifamily Housing, Parking",Multifamily Housing,24329,Parking,,65,91.80000305,101,124.6999969,134.8000031,2233268.5,2456183.25,0,96458.79688,329117,19041.50977,1904151,103.42,4.25,14.61897677
28007,Multifamily LR (1-4),Low-Rise Multifamily,98115,5,NORTH,2006,1,4,29588,0,29588,"Multifamily Housing, Office",Multifamily Housing,21000,Office,,1,41.40000153,43.70000076,95.5,99.19999695,1242586.25,1310817.375,0,218871.7031,746790,4957.960449,495796,31.54,1.07,14.03270545
28008,Multifamily MR (5-9),Mid-Rise Multifamily,98102,3,EAST,1993,0,6,82519,0,82519,Multifamily Housing,Multifamily Housing,62486,,,61,47.5,51.59999847,109.3000031,115.3000031,2971013.5,3225048.5,0,519871.0938,1773800,11972.12988,1197213,75.95,0.92,14.9044137
28009,Multifamily MR (5-9),Mid-Rise Multifamily,98109,7,MAGNOLIA / QUEEN ANNE,1970,1,6,37843,0,37843,Multifamily Housing,Multifamily Housing,37843,,,93,42.40000153,46.5,76.09999847,82.69999695,1605220.875,1758909.75,0,167610.0938,571886,10333.35059,1033335,58.87,1.56,14.28877192
28014,Multifamily LR (1-4),Low-Rise Multifamily,98199,7,MAGNOLIA / QUEEN ANNE,1984,1,3,35787,0,35787,Multifamily Housing,Multifamily Housing,35787,,,65,26.20000076,27.89999962,82.30000305,87.5,938096.1875,996922.3125,0,274940.1875,938096,0,0,6.54,0.18,13.75160777
28019,NonResidential,Worship Facility,98199,7,MAGNOLIA / QUEEN ANNE,1953,1,2,31805,0,31805,Worship Facility,Worship Facility,31805,,,3,51.59999847,59.40000153,81,90.30000305,1641667,1888861.125,0,119395.8984,407379,12342.87988,1234288,68.39,2.15,14.31122275
28020,NonResidential,K-12 School,98199,7,MAGNOLIA / QUEEN ANNE,1953,1,1,20811,0,20811,K-12 School,K-12 School,20811,,,97,60.90000153,69.30000305,114.6999969,124.9000015,1267348.5,1441620,0,148240.2031,505796,7615.529785,761553,43.97,2.11,14.05243748
28022,Multifamily LR (1-4),Low-Rise Multifamily,98117,6,BALLARD,1986,1,4,28328,0,28328,Multifamily Housing,Multifamily Housing,28328,,,63,25.10000038,26.70000076,78.90000153,83.69999695,711725.5,755156.625,0,208594.7969,711725,0,0,4.96,0.18,13.47544758
28025,Nonresidential COS,Warehouse,98134,2,GREATER DUWAMISH,1967,1,2,22058,0,22058,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,12644,Office,,2,99.69999695,112.1999969,193.6000061,209.8999939,1987334.75,2235498,0,248454.4063,847726,11396.08008,1139608,66.43,3.01,14.50230498
28027,Multifamily MR (5-9),Mid-Rise Multifamily,98126,1,SOUTHWEST,1998,1,6,42188,0,42188,Multifamily Housing,Multifamily Housing,42188,,,1,37.5,40.5,78.19999695,82.5,1582794.5,1710195.625,0,229584.2031,783341,7994.529785,799453,47.92,1.14,14.27470251
28028,Multifamily MR (5-9),Mid-Rise Multifamily,98116,1,SOUTHWEST,1998,1,6,36730,0,36730,Multifamily Housing,Multifamily Housing,36730,,,1,26,28,60.79999924,64.40000153,955497.625,1029617.125,0,172274.7969,587802,3676.960205,367696,23.63,0.64,13.76998756
28030,NonResidential,Other,98112,2,GREATER DUWAMISH,1907,1,5,36000,0,36000,Other,Other,36000,,,1,30.89999962,35.29999924,52.5,58.29999924,1111293.75,1270850.625,0,101516.8984,346376,7649.180176,764918,43.04,1.2,13.92103544
28033,NonResidential,Distribution Center,98108,2,GREATER DUWAMISH,1971,1,1,28320,0,28320,"Distribution Center, Parking",Distribution Center,28320,Parking,,2,149.6000061,155.5,408.2999878,414.3999939,4236396.5,4403066.5,0,997545.1875,3403624,8327.719727,832772,67.96,2.4,15.25922358
28039,Multifamily LR (1-4),Low-Rise Multifamily,98126,1,SOUTHWEST,1978,1,3,28683,0,28683,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,25091,Retail Store,Parking,70,25.39999962,27.60000038,79.69999695,86.69999695,727775.8125,791677.8125,0,213298.9063,727776,0,0,5.07,0.18,13.49774833
28046,Multifamily LR (1-4),Low-Rise Multifamily,98133,5,NORTHWEST,1982,1,3,96869,0,96869,"Multifamily Housing, Parking",Multifamily Housing,84327,Parking,,85,29.89999962,31.39999962,94,98.5,2525345.75,2645428,0,740136.375,2525345,0,0,17.61,0.18,14.74188854
28048,Multifamily LR (1-4),Low-Rise Multifamily,98133,5,NORTHWEST,1986,1,3,51908,0,51908,Multifamily Housing,Multifamily Housing,51337,,,78,23.29999924,24.29999924,73.09999847,76.40000153,1194835.5,1248950.375,0,350186.1875,1194835,0,0,8.33,0.16,13.99351908
28049,Multifamily LR (1-4),Low-Rise Multifamily,98133,5,NORTHWEST,1987,1,4,46339,0,46339,Multifamily Housing,Multifamily Housing,42842,,,71,25,26.10000038,78.5,81.90000153,1071220.75,1116760,0,313956.8125,1071221,0,0,7.47,0.16,13.88430944
28050,Multifamily LR (1-4),Low-Rise Multifamily,98133,5,NORTHWEST,1987,1,4,43245,0,43245,Multifamily Housing,Multifamily Housing,43288,,,88,21.29999924,22.39999962,66.69999695,70.40000153,920068.875,971149.875,0,269656.6875,920069,0,0,6.41,0.15,13.73220381
28051,Multifamily LR (1-4),Low-Rise Multifamily,98133,5,NORTHWEST,1989,1,4,56800,0,56800,Multifamily Housing,Multifamily Housing,59039,,,62,29.29999924,30.60000038,92,96,1730542.25,1805720.75,0,507192.9063,1730542,0,0,12.06,0.21,14.36394536
28053,NonResidential,Worship Facility,98115,4,NORTHEAST,1955,1,1,29079,0,29079,Worship Facility,Worship Facility,29079,,,78,29.60000038,32,67.80000305,70.30000305,861643.6875,930746.875,0,149800,511118,3505.26001,350526,22.18,0.76,13.66659711
28066,NonResidential,Small- and Mid-Sized Office,98112,3,EAST,1982,1,3,28848,9616,19232,"Office, Parking",Office,19232,Parking,,83,37.79999924,40,118.6999969,125.6999969,726917.5,769771.8125,0,213047.2969,726917,0,0,5.07,0.18,13.49656827
28067,Multifamily LR (1-4),Low-Rise Multifamily,98118,2,SOUTHEAST,1967,1,4,42816,0,42816,Multifamily Housing,Multifamily Housing,42816,,,45,31.10000038,32.70000076,97.80000305,102.8000031,1332912.625,1402200.5,0,390654.3125,1332913,0,0,9.29,0.22,14.10287705
28068,Multifamily HR (10+),High-Rise Multifamily,98109,7,LAKE UNION,2007,1,11,399935,0,399935,"Multifamily Housing, Parking",Multifamily Housing,220280,Parking,,15,64.5,66.09999847,128.6000061,129.5,14204281,14561657,0,1879908.375,6414247,77900.32813,7790033,458.44,1.15,16.46905396
28081,NonResidential,Small- and Mid-Sized Office,98107,6,Ballard,1988,1,2,20535,0,20535,"Distribution Center, Office",Office,13600,Distribution Center,,69,84.19999695,90.09999847,210.6000061,218.1999969,1835804,1964622.625,0,373464.1875,1274260,5615.439941,561544,38.71,1.89,14.42299309
28089,Multifamily HR (10+),High-Rise Multifamily,98101,7,DOWNTOWN,1984,1,12,70939,0,70939,"Multifamily Housing, Retail Store",Multifamily Housing,67133,Retail Store,,1,46.59999847,50.5,118.5,129.6000061,3307792.5,3580549.5,0,692229,2361885,9459.070313,945907,66.7,0.94,15.01179161
28476,NonResidential,Warehouse,98108,2,GREATER DUWAMISH,1965,1,1,30800,0,30800,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30800,,,64,15.80000019,15.80000019,49.5,49.5,485971,485971,0,142429.9063,485971,0,0,3.39,0.11,13.09390423
28733,Multifamily MR (5-9),Mid-Rise Multifamily,98125,5,NORTH,2008,1,7,124642,0,124642,"Fast Food Restaurant, Multifamily Housing, Office, Other, Restaurant, Retail Store",Multifamily Housing,110172,Retail Store,Restaurant,1,45.79999924,46.59999847,143.8000031,146.3000031,5702077,5804194,0,1671183,5702076,0,0,39.75,0.32,15.55634105
28734,Multifamily MR (5-9),Mid-Rise Multifamily,98125,5,NORTH,2008,1,7,120520,0,120520,"Multifamily Housing, Other, Restaurant",Multifamily Housing,110604,Other,Restaurant,99,22.29999924,23,69.90000153,72.09999847,2577115.25,2658386,0,755309.1875,2577115,0,0,17.97,0.15,14.76218121
28735,Multifamily LR (1-4),Low-Rise Multifamily,98125,5,NORTH,2008,1,4,46725,0,46725,Multifamily Housing,Multifamily Housing,102522,,,2,131.3000031,140.1000061,218.6000061,230.8999939,13459221,14360223,0,1161542.75,3963184,94960.35938,9496036,531.96,11.38,16.41517501
28874,Multifamily LR (1-4),Low-Rise Multifamily,98125,5,North,1970,1,2,30984,0,30984,Multifamily Housing,Multifamily Housing,30984,,,54,39.79999924,42.59999847,124.9000015,133.6000061,1232210,1318441.25,0,361140.0938,1232210,0,0,8.59,0.28,14.02431986
29069,Multifamily LR (1-4),Senior Care Community,98178,3,EAST,1995,1,3,124930,0,124930,Senior Care Community,Senior Care Community,132284,Senior Care Community,,100,50.79999924,52.79999924,121.5999985,126.3000031,6723971.5,6987057,0,1265544,4318036,24059.34961,2405935,157.88,1.26,15.72118953
29125,Multifamily MR (5-9),Mid-Rise Multifamily,98104,7,DOWNTOWN,1908,1,7,159840,0,159840,Multifamily Housing,Multifamily Housing,127180,,,2,109.6999969,116.5,235.6999969,248.6000061,13945328,14811553,0,2150848.25,7338694,66066.32813,6606633,402.04,2.52,16.4506551
29148,Multifamily LR (1-4),Low-Rise Multifamily,98118,2,SOUTHEAST,2008,1,4,43732,0,43732,Multifamily Housing,Multifamily Housing,43732,,,29,68.40000153,75.5,98.80000305,106.3000031,2989919.75,3301350.25,0,165772.2969,565615,24243.04492,2424304,132.7,3.03,14.91075711
29170,NonResidential,Mixed Use Property,98104,3,EAST,1900,1,3,22168,0,22168,"Multifamily Housing, Other - Entertainment/Public Assembly",Multifamily Housing,11084,Other - Entertainment/Public Assembly,,1,80.5,85.90000153,177.1000061,182.8999939,1784385.25,1904848.25,0,287947,982475,8019.099609,801910,49.44,2.23,14.39458452
29214,NonResidential,Warehouse,98134,2,GREATER DUWAMISH,1922,1,1,37400,0,37400,"Distribution Center, Non-Refrigerated Warehouse, Supermarket/Grocery Store",Non-Refrigerated Warehouse,27271,Supermarket/Grocery Store,Distribution Center,73,24.70000076,24.29999924,75.80000305,74.40000153,924192.6875,909543.1875,0,262233.1875,894740,294.5299988,29453,7.8,0.21,13.73667587
29310,Multifamily LR (1-4),Low-Rise Multifamily,98144,2,SOUTHEAST,1960,1,4,21200,0,21200,Multifamily Housing,Multifamily Housing,21200,,,88,24.10000038,25.39999962,75.69999695,79.69999695,511180.6875,537970.5,0,149818.5,511181,0,0,3.56,0.17,13.1444784
29312,Multifamily LR (1-4),Low-Rise Multifamily,98144,2,SOUTHEAST,1960,1,4,21200,0,21200,Multifamily Housing,Multifamily Housing,21200,,,84,25.5,26.79999924,80.19999695,84,541542.6875,567383.8125,0,158717.0938,541543,0,0,3.78,0.18,13.20217717
29315,Multifamily LR (1-4),Low-Rise Multifamily,98144,2,SOUTHEAST,1960,1,4,20365,0,20365,Multifamily Housing,Multifamily Housing,20365,,,1,27.60000038,28.89999962,86.69999695,90.69999695,562338.3125,588454.625,0,164811.9063,562338,0,0,3.92,0.19,13.23985893
29390,Multifamily MR (5-9),Mid-Rise Multifamily,98105,4,NORTHEAST,1925,1,8,97923,0,97923,Multifamily Housing,Multifamily Housing,70143,Office,,47,147.5,158.1999969,220.6000061,233.5,10343027,11096605,8704596,459770,1568735,696.960022,69696,686.53,7.01,16.15182313
29448,Multifamily LR (1-4),Low-Rise Multifamily,98122,3,EAST,2006,1,4,74202,0,74202,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,45834,Parking,Retail Store,4,27.60000038,28.79999924,72.5,76.09999847,1568900.25,1634791.75,0,346457,1182111,3867.889893,386789,28.78,0.39,14.26588545
29550,NonResidential,Large Office,98104,2,DOWNTOWN,2000,1,11,268130,0,268130,Office,Office,268130,,,89,56,56.09999847,175.6000061,175.6000061,15026352,15033874,0,4390616.5,14980783,455.6696472,45567,106.86,0.4,16.52531602
29551,NonResidential,Small- and Mid-Sized Office,98104,2,DOWNTOWN,2000,1,11,68452,0,68452,"Bank Branch, Office",Office,61665,Bank Branch,,79,55.29999924,58.09999847,173.5,182.6000061,3782378.25,3979629.5,0,1108551.5,3782378,0,0,26.37,0.39,15.14586354
29552,NonResidential,Large Office,98104,2,DOWNTOWN,2000,1,11,273185,0,273185,Office,Office,281566,,,89,52.20000076,52.20000076,164,164,14709151,14709151,0,4311005,14709149,0,0,102.54,0.38,16.50398038
29612,NonResidential,K-12 School,98105,4,NORTHEAST,1924,1,3,97500,0,97500,K-12 School,K-12 School,97500,,,99,38.29999924,44.29999924,59.79999924,66.80000305,3736960,4314753.5,0,266910.1875,910698,28262.62109,2826262,156.45,1.6,15.133783
29788,NonResidential,Small- and Mid-Sized Office,98119,7,MAGNOLIA / QUEEN ANNE,1982,1,5,54015,0,54015,Office,Office,54015,,,75,55.90000153,55.90000153,175.6000061,175.6000061,3020001.5,3020001.5,0,885111.6875,3020001,0,0,21.05,0.39,14.92076789
29792,Multifamily LR (1-4),Low-Rise Multifamily,98116,1,SOUTHWEST,1987,1,3,79052,0,79052,"Multifamily Housing, Office, Parking",Multifamily Housing,77552,Parking,Office,1,25.10000038,27,78.90000153,84.69999695,1987218.75,2131730.25,0,582420.375,1987218,0,0,13.85,0.18,14.50224661
30207,Multifamily MR (5-9),Mid-Rise Multifamily,98102,3,EAST,2009,1,6,436301,149657,286644,Multifamily Housing,Multifamily Housing,224347,,,75,36.09999847,38.79999924,100,105.0999985,8102125.5,8699857,0,1953980.25,6666981,14351.43945,1435144,122.7,0.28,15.90763699
30571,Multifamily LR (1-4),Low-Rise Multifamily,98122,3,EAST,2007,1,3,32881,0,32881,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Restaurant",Multifamily Housing,20680,Non-Refrigerated Warehouse,Restaurant,1,56.09999847,56.90000153,154,156.5,1928391.25,1956002.5,0,457783.6875,1561958,3664.330078,366433,30.35,0.92,14.47219666
30847,Multifamily MR (5-9),Mid-Rise Multifamily,98103,4,LAKE UNION,2012,1,6,198233,0,198233,"Fitness Center/Health Club/Gym, Multifamily Housing, Parking, Restaurant",Multifamily Housing,130697,Parking,Fitness Center/Health Club/Gym,95,40.29999924,40.90000153,90.30000305,91,5965171,6057097,0,997378.625,3403056,25621.15039,2562115,159.8,0.81,15.60144828
31167,Multifamily HR (10+),High-Rise Multifamily,98121,7,DOWNTOWN,2011,1,17,176043,0,176043,"Multifamily Housing, Parking",Multifamily Housing,158099,Parking,,90,37.40000153,39.70000076,87.69999695,91.5,5907068,6281992,0,1074477.25,3666116,22409.51172,2240951,144.57,0.82,15.59166016
31187,Multifamily MR (5-9),Mid-Rise Multifamily,98116,1,SOUTHWEST,2011,1,5,63597,0,63597,"Multifamily Housing, Parking",Multifamily Housing,65115,Parking,,88,34,34,74.5,74.5,2212058.5,2212058.5,0,354867.0938,1210807,10012.51953,1001252,61.62,0.97,14.60943409
32429,NonResidential,Restaurant,98101,7,DOWNTOWN,1985,1,13,42000,0,42000,"Office, Other, Other - Restaurant/Bar, Strip Mall",Other - Restaurant/Bar,26554,Other,Strip Mall,1,148,147.3000031,335.2999878,333.1000061,7798464,7762660.5,2513519.25,1275463.75,4351882,9330.617188,933062,273.91,6.52,15.86943735
32454,Multifamily MR (5-9),Mid-Rise Multifamily,98101,7,DOWNTOWN,1925,0,5,37804,0,37804,Multifamily Housing,Multifamily Housing,37804,,,56,68.30000305,74.19999695,102.4000015,108.9000015,2583705,2803229.25,0,162628.5938,554889,20288.16211,2028816,111.62,2.95,14.76473497
33254,Multifamily LR (1-4),Mixed Use Property,98105,4,NORTHEAST,2008,1,4,257248,0,257248,"Multifamily Housing, Parking, Retail Store, Senior Care Community",Senior Care Community,119826,Multifamily Housing,Parking,100,31.60000038,32,86.40000153,86.80000305,7574092,7656665,0,1787129.75,6097687,14764.0498,1476405,120.92,0.47,15.84024403
33289,NonResidential,Large Office,98121,7,DOWNTOWN,1982,0,24,119701,0,119701,"Office, Retail Store",Office,102878,Retail Store,,66,70,70,219.8999939,219.8999939,8382140.5,8382140.5,0,2456664.5,8382139,0,0,58.44,0.49,15.94161387
33408,Nonresidential COS,Other,98125,5,NORTH,1965,1,1,24697,0,24697,"Library, Other - Services",Library,15300,Other - Services,,1,64.69999695,69.69999695,157.6999969,162.8999939,1295685.75,1395016.125,0,251761,859009,4366.77002,436677,29.18,1.18,14.07455065
33527,NonResidential,University,98144,3,CENTRAL,2013,2,1,57468,0,57468,College/University,College/University,67750,,,1,52.29999924,55.79999924,120.6999969,124.4000015,3543985.5,3778965.75,0,625200,2133182,14108.0293,1410803,89.8,1.56,15.0807625
33548,NonResidential,University,98122,3,EAST,2006,1,5,84000,0,84000,College/University,College/University,84300,,,1,144.5,149.1999969,262,264.3999939,12184124,12581302,0,1303202.75,4446528,77375.96094,7737596,441.94,5.26,16.31564435
34148,Multifamily MR (5-9),Mid-Rise Multifamily,98109,7,LAKE UNION,2000,1,6,79684,0,79684,"Multifamily Housing, Retail Store",Multifamily Housing,75232,Retail Store,,79,42.20000076,45,106,111.1999969,3383356.75,3611483.5,0,693875.3125,2367503,10158.54004,1015854,70.46,0.88,15.0343789
34248,Multifamily LR (1-4),Low-Rise Multifamily,98119,7,MAGNOLIA / QUEEN ANNE,2004,1,4,22625,0,22625,"Multifamily Housing, Parking",Multifamily Housing,22625,Parking,,95,41.59999847,45,88.59999847,95,941564.8125,1017804.875,0,142560.5938,486417,4551.47998,455148,27.56,1.22,13.75529846
34348,NonResidential,Retail Store,98101,7,DOWNTOWN,1991,1,3,103000,0,103000,Retail Store,Retail Store,103000,,,90,50.59999847,52.29999924,139.3000031,141,5214621.5,5390147.5,0,1243594.5,4243144,9714.768555,971477,81.18,0.79,15.46697706
34908,NonResidential,Supermarket / Grocery Store,98122,3,EAST,1950,1,2,66497,0,66497,Supermarket/Grocery Store,Supermarket/Grocery Store,66497,,,85,139.6999969,139.6999969,433.7000122,433.7000122,9290214,9290214,0,2676731.75,9133009,1572.034546,157203,72.02,1.08,16.04447215
35391,NonResidential,Retail Store,98109,7,MAGNOLIA / QUEEN ANNE,2006,1,4,34010,0,34010,Retail Store,Retail Store,38428,,,1,92.69999695,94,290.8999939,295.1000061,3560614.25,3611326.75,0,1043556.188,3560614,0,0,24.82,0.73,15.08544363
35392,NonResidential,Supermarket / Grocery Store,98109,7,MAGNOLIA / QUEEN ANNE,2006,1,4,45980,0,45980,Supermarket/Grocery Store,Supermarket/Grocery Store,45980,,,79,180.6000061,186.5,433.7000122,439.7999878,8305255,8573323,0,1573632.75,5369235,29360.19727,2936020,193.36,4.21,15.932399
35431,Multifamily MR (5-9),Mid-Rise Multifamily,98199,7,MAGNOLIA / QUEEN ANNE,1970,1,5,34728,0,34728,Multifamily Housing,Multifamily Housing,34728,,,37,29.79999924,31.5,93.59999847,98.90000153,1034941.313,1094116.125,0,303323.9063,1034941,0,0,7.21,0.21,13.84985528
35436,Multifamily MR (5-9),Mid-Rise Multifamily,98199,7,MAGNOLIA / QUEEN ANNE,1970,1,5,34480,0,34480,Multifamily Housing,Multifamily Housing,34480,,,75,22.39999962,23.70000076,70.19999695,74.5,771296.8125,817799.125,0,226054.0938,771297,0,0,5.38,0.16,13.55582855
36034,NonResidential,Retail Store,98122,3,EAST,1996,0,3,45743,0,45743,Retail Store,Retail Store,45243,,,89,117.4000015,115.5,322.2999878,316.3999939,5313217,5227773.5,0,1262439.75,4307444,10057.71973,1005772,83.45,1.82,15.48570805
36087,Multifamily LR (1-4),Low-Rise Multifamily,98133,5,NORTHWEST,1984,1,4,56800,0,56800,Multifamily Housing,Multifamily Housing,56800,,,74,35.40000153,37.29999924,83.30000305,87.30000305,2009703.25,2119729,0,367703.6875,1254605,7550.979492,755098,48.85,0.86,14.51349763
36587,NonResidential,Other,98122,3,CENTRAL,1991,1,1,45000,0,45000,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,45000,Swimming Pool,,1,77.90000153,83.80000305,130.6000061,136.8000031,3505497,3769240.5,0,308219.1875,1051644,24538.52734,2453853,137.66,3.06,15.06984287
37008,NonResidential,Other,98134,2,GREATER DUWAMISH,1999,1,6,333698,0,333698,"Other - Entertainment/Public Assembly, Parking",Parking,432903,Other - Entertainment/Public Assembly,,1,41.09999847,43.90000153,102.0999985,105,13730204,14658050,0,2755550,9401937,43282.66797,4328267,295.42,0.89,16.43510864
37248,NonResidential,Warehouse,98108,2,GREATER DUWAMISH,1904,1,4,72859,0,72859,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,72859,,,53,20.60000038,21.60000038,63.29999924,66.5,1498457.875,1577083.25,0,426578.1875,1455485,429.7299805,42973,12.43,0.17,14.21994705
39332,SPS-District K-12,K-12 School,98118,2,SOUTHEAST,2009,1,2,138705,0,138705,K-12 School,K-12 School,138705,,,85,35.79999924,38.5,82.80000305,85.69999695,4959298,5344758,0,880538,3004396,19549.02148,1954902,124.77,0.9,15.41677476
39673,Multifamily LR (1-4),Low-Rise Multifamily,98106,1,DELRIDGE,2002,1,3,20000,0,20000,Multifamily Housing,Multifamily Housing,23752,,,90,21.89999962,23.10000038,68.90000153,72.5,521030.5938,548126.375,0,152705.2969,521030,0,0,3.63,0.18,13.16356404
39768,Multifamily HR (10+),High-Rise Multifamily,98104,3,EAST,2012,1,17,236148,0,236148,"Multifamily Housing, Parking",Multifamily Housing,193868,Parking,,68,47.29999924,49.79999924,108.1999969,113,9162810,9650151,0,1591804.25,5431236,37315.73438,3731573,236.05,1,16.03066346
40008,NonResidential,Mixed Use Property,98134,2,GREATER DUWAMISH,2004,1,3,21947,0,21947,"Office, Other, Parking",Other,14877,Office,Parking,1,57.79999924,61.59999847,136,139.3000031,1554599.25,1658135.375,0,284170.9063,969591,5850.080078,585008,37.83,1.72,14.25672835
40028,NonResidential,Warehouse,98115,4,NORTHEAST,1940,1,0,384772,0,384772,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,349953,Office,,68,36.70000076,39,84.09999847,86.5,15206762,16139557,0,2642108,9014872,61918.87891,6191888,391.7,1.02,16.53725076
40031,NonResidential,Medical Office,98115,4,NORTHEAST,1960,1,0,30287,0,30287,Medical Office,Medical Office,28050,,,28,78.19999695,81.30000305,217.3999939,220.6000061,2193115,2279632.5,0,532064.6875,1815405,3777.100342,377710,32.72,1.08,14.60083347
40034,NonResidential,Small- and Mid-Sized Office,98115,4,NORTHEAST,1960,1,0,21931,0,21931,Office,Office,31845,Office,,28,124,134.8000031,221.8999939,233.3000031,3947209.25,4292216,0,409903.5,1398591,25486.18555,2548619,145.11,6.62,15.18851937
40067,NonResidential,Small- and Mid-Sized Office,98104,7,DOWNTOWN,1985,1,6,73102,0,73102,"Office, Parking",Office,92723,Parking,,85,46.5,48.40000153,145.8999939,151.8000031,4307238.5,4483478,0,1262379.25,4307238,0,0,30.03,0.41,15.27580754
40348,NonResidential,Mixed Use Property,98102,3,EAST,1916,1,2,140823,59401,81422,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",Parking,89820,Supermarket/Grocery Store,Multifamily Housing,1,19.70000076,19.79999924,58.79999924,58.90000153,2762846,2778832.75,0,748809.6875,2554939,2079.069824,207907,28.85,0.2,14.83177187
40388,Multifamily LR (1-4),Low-Rise Multifamily,98199,7,MAGNOLIA / QUEEN ANNE,1968,1,4,24386,0,24386,Multifamily Housing,Multifamily Housing,24386,,,76,23.60000038,24.70000076,74,77.59999847,574650.375,602367.6875,0,168420.4063,574650,0,0,4.01,0.16,13.26151709
40447,Nonresidential COS,Mixed Use Property,98134,2,GREATER DUWAMISH,1966,5,1,87458,0,87458,"Data Center, Distribution Center, Office, Other",Office,41097,Distribution Center,Other,1,96.90000153,106,194.6999969,204.3000031,8475238,9271981,0,1140189.75,3890327,45849.10547,4584911,270.63,3.09,15.95265929
40529,Multifamily LR (1-4),Low-Rise Multifamily,98134,2,GREATER DUWAMISH,1968,1,4,35796,0,35796,Multifamily Housing,Multifamily Housing,35796,,,64,28,30.20000076,87.80000305,95,1001304.125,1082554.25,0,293465.4063,1001304,0,0,6.98,0.19,13.81681383
41068,Multifamily LR (1-4),Low-Rise Multifamily,98133,5,NORTHWEST,1990,1,4,43228,0,43228,Multifamily Housing,Multifamily Housing,43228,,,4,22,22.79999924,69.19999695,71.69999695,953059.875,987194.625,0,279325.8125,953060,0,0,6.64,0.15,13.76743301
41070,Multifamily LR (1-4),Low-Rise Multifamily,98133,5,NORTHWEST,1990,1,4,35560,0,35560,Multifamily Housing,Multifamily Housing,43228,,,4,18.10000038,18.60000038,56.79999924,58.5,644415,664131.3125,0,188867.2031,644415,0,0,4.49,0.13,13.37609821
41527,Multifamily MR (5-9),Mid-Rise Multifamily,98109,7,MAGNOLIA / QUEEN ANNE,2011,1,7,36179,0,36179,"Multifamily Housing, Parking",Multifamily Housing,28309,Parking,,38,54.40000153,56.59999847,133.3000031,139.1000061,1540258.5,1602826.875,0,302247.5,1031268,5089.900391,508990,34.22,0.95,14.24746082
41987,Multifamily MR (5-9),Mid-Rise Multifamily,98119,7,MAGNOLIA / QUEEN ANNE,2011,1,6,290520,0,290520,Multifamily Housing,Multifamily Housing,203481,,,88,33.29999924,34.79999924,73.5,76.30000305,6769410.5,7084125,0,1101238.625,3757426,30119.83789,3011984,186.16,0.64,15.72792457
42067,Multifamily MR (5-9),Mixed Use Property,98122,3,EAST,2010,0,6,184980,0,184980,"Multifamily Housing, Office, Parking, Residence Hall/Dormitory, Retail Store",Multifamily Housing,88132,Parking,Residence Hall/Dormitory,92,52.70000076,53.40000153,128.6999969,129.5,6897247.5,6985374.5,0,1346188.75,4593196,23040.50977,2304051,154.39,0.83,15.74663298
42069,NonResidential,Small- and Mid-Sized Office,98103,4,LAKE UNION,1993,1,1,26263,0,26263,Office,Office,26263,,,63,62.20000076,63.70000076,195.3999939,199.8999939,1634669.375,1671740.25,0,479094.0938,1634669,0,0,11.4,0.43,14.30695112
42070,Multifamily LR (1-4),Low-Rise Multifamily,98108,2,SOUTHEAST,2010,1,4,88449,0,88449,"Financial Office, Multifamily Housing, Office, Retail Store, Supermarket/Grocery Store",Multifamily Housing,79257,Office,Retail Store,1,44,45.70000076,118,122.0999985,3890340,4043773.5,0,890901.375,3039755,8505.839844,850584,66.37,0.75,15.17400712
